"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"1223","MI-051","Gladwin County","Michigan","46.7","2.4",118,44.3,25007
"1224","MI-053","Gogebic County","Michigan","39.4","1",95,38.4,25009
"1225","MI-055","Grand Traverse County","Michigan","45.7","3",119,42.7,25011
"1226","MI-057","Gratiot County","Michigan","48.4","2.5",121,46,25013
"1227","MI-059","Hillsdale County","Michigan","48.9","2",120,46.9,25015
"1228","MI-061","Houghton County","Michigan","41","1.9",109,39.1,25017
"1229","MI-063","Huron County","Michigan","47.2","2.6",122,44.6,25019
"1230","MI-065","Ingham County","Michigan","48.7","2.3",121,46.4,25021
"1231","MI-067","Ionia County","Michigan","48.3","2",119,46.3,25023
"1232","MI-069","Iosco County","Michigan","45.8","2.4",119,43.4,25025
"1233","MI-071","Iron County","Michigan","39.2","1.4",99,37.8,25027
"1234","MI-073","Isabella County","Michigan","47.3","2.6",120,44.7,26001
"1235","MI-075","Jackson County","Michigan","48.8","2.3",121,46.5,26003
"1236","MI-077","Kalamazoo County","Michigan","49.4","2",119,47.5,26005
"1237","MI-079","Kalkaska County","Michigan","44.6","2.5",116,42.1,26007
"1238","MI-081","Kent County","Michigan","48.2","1.9",116,46.3,26009
"1239","MI-083","Keweenaw County","Michigan","40.5","1.9",109,38.7,26011
"1240","MI-085","Lake County","Michigan","45.7","1.7",109,44,26013
"1241","MI-087","Lapeer County","Michigan","48.5","2.6",121,45.9,26015
"1242","MI-089","Leelanau County","Michigan","45.7","2.9",117,42.7,26017
"1243","MI-091","Lenawee County","Michigan","49.9","2.2",121,47.7,26019
"1244","MI-093","Livingston County","Michigan","48.6","2.6",121,46,26021
"1245","MI-095","Luce County","Michigan","40.6","1.3",102,39.4,26023
"1246","MI-097","Mackinac County","Michigan","41.9","1.7",107,40.3,26025
"1247","MI-099","Macomb County","Michigan","50.2","2.8",121,47.5,26027
"1248","MI-101","Manistee County","Michigan","45.7","2.1",107,43.6,26029
"1249","MI-103","Marquette County","Michigan","40.1","1.4",97,38.8,26031
"1250","MI-105","Mason County","Michigan","46","1.6",102,44.4,26033
"1251","MI-107","Mecosta County","Michigan","46.2","2",118,44.2,26035
"1252","MI-109","Menominee County","Michigan","42.7","1.4",102,41.3,26037
"1253","MI-111","Midland County","Michigan","48.1","2.6",120,45.6,26039
"1254","MI-113","Missaukee County","Michigan","44.7","2.5",117,42.2,26041
"1255","MI-115","Monroe County","Michigan","51.3","2.6",121,48.7,26043
"1256","MI-117","Montcalm County","Michigan","47.4","2.2",119,45.1,26045
"1257","MI-119","Montmorency County","Michigan","43.9","2",110,41.9,26047
"1258","MI-121","Muskegon County","Michigan","48.2","2.2",116,46.1,26049
"1259","MI-123","Newaygo County","Michigan","46.8","1.9",116,44.9,26051
"1260","MI-125","Oakland County","Michigan","49.1","2.7",121,46.4,26053
"1261","MI-127","Oceana County","Michigan","46.9","2",116,44.8,26055
"1262","MI-129","Ogemaw County","Michigan","45.2","2.5",118,42.7,26057
"1263","MI-131","Ontonagon County","Michigan","40.5","1.5",99,39.1,26059
"1264","MI-133","Osceola County","Michigan","45.1","2.1",117,43,26061
"1265","MI-135","Oscoda County","Michigan","44.2","2.3",117,41.9,26063
"1266","MI-137","Otsego County","Michigan","43.2","1.8",108,41.3,26065
"1267","MI-139","Ottawa County","Michigan","48.9","1.8",113,47.1,26067
"1268","MI-141","Presque Isle County","Michigan","44.1","2.1",107,42,26069
"1269","MI-143","Roscommon County","Michigan","44.9","2.6",118,42.3,26071
"1270","MI-145","Saginaw County","Michigan","48.8","2.6",121,46.2,26073
"1271","MI-147","St. Clair County","Michigan","49.6","2.7",121,46.9,26075
"1272","MI-149","St. Joseph County","Michigan","49.7","1.8",119,47.9,26077
"1273","MI-151","Sanilac County","Michigan","47.9","2.5",120,45.5,26079
"1274","MI-153","Schoolcraft County","Michigan","41.8","1.2",99,40.7,26081
"1275","MI-155","Shiawassee County","Michigan","48.7","2.3",121,46.4,26083
"1276","MI-157","Tuscola County","Michigan","48.1","2.4",119,45.7,26085
"1277","MI-159","Van Buren County","Michigan","49.7","1.7",118,47.9,26087
"1278","MI-161","Washtenaw County","Michigan","49.2","2.5",121,46.7,26089
"1279","MI-163","Wayne County","Michigan","50.7","2.7",121,48.1,26091
"1280","MI-165","Wexford County","Michigan","44.9","2.4",116,42.4,26093
"1281","MN-001","Aitkin County","Minnesota","40.1","1.6",98,38.5,26095
"1282","MN-003","Anoka County","Minnesota","44.3","1.3",95,43,26097
"1283","MN-005","Becker County","Minnesota","39.6","0.9",87,38.7,26099
"1284","MN-007","Beltrami County","Minnesota","38.7","1.6",99,37.1,26101
"1285","MN-009","Benton County","Minnesota","42.7","1.5",96,41.2,26103
"1286","MN-011","Big Stone County","Minnesota","43.8","1.5",106,42.3,26105
"1287","MN-013","Blue Earth County","Minnesota","45.2","0.6",82,44.6,26107
"1288","MN-015","Brown County","Minnesota","45.3","1",101,44.3,26109
"1289","MN-017","Carlton County","Minnesota","39.3","1.1",93,38.2,26111
"1290","MN-019","Carver County","Minnesota","44.9","1.3",98,43.5,26113
"1291","MN-021","Cass County","Minnesota","40.4","1.8",99,38.6,26115
"1292","MN-023","Chippewa County","Minnesota","44.4","1.4",105,43,26117
"1293","MN-025","Chisago County","Minnesota","43.5","1.1",93,42.3,26119
"1294","MN-027","Clay County","Minnesota","41.1","1",89,40.1,26121
"1295","MN-029","Clearwater County","Minnesota","38.7","1.1",90,37.6,26123
"1296","MN-031","Cook County","Minnesota","36.2","1",94,35.2,26125
"1297","MN-033","Cottonwood County","Minnesota","44.9","1.2",102,43.7,26127
"1298","MN-035","Crow Wing County","Minnesota","41.3","1.8",99,39.5,26129
"1299","MN-037","Dakota County","Minnesota","45.4","1.3",101,44.1,26131
"1300","MN-039","Dodge County","Minnesota","44.1","1.2",102,42.9,26133
"1301","MN-041","Douglas County","Minnesota","41.8","1.7",106,40.1,26135
"1302","MN-043","Faribault County","Minnesota","45.2","0.5",80,44.7,26137
"1303","MN-045","Fillmore County","Minnesota","44.4","0.9",90,43.6,26139
"1304","MN-047","Freeborn County","Minnesota","44.7","0.8",91,43.9,26141
"1305","MN-049","Goodhue County","Minnesota","44.7","1.1",99,43.6,26143
"1306","MN-051","Grant County","Minnesota","42.7","1.7",107,41,26145
"1307","MN-053","Hennepin County","Minnesota","45","1.5",98,43.5,26147
"1308","MN-055","Houston County","Minnesota","46.1","1.3",109,44.8,26149
"1309","MN-057","Hubbard County","Minnesota","39.8","1.5",99,38.3,26151
"1310","MN-059","Isanti County","Minnesota","43.4","1.3",96,42.1,26153
"1311","MN-061","Itasca County","Minnesota","38.8","1.7",95,37.2,26155
"1312","MN-063","Jackson County","Minnesota","44.9","1.1",100,43.9,26157
"1313","MN-065","Kanabec County","Minnesota","42","1.5",98,40.5,26159
"1314","MN-067","Kandiyohi County","Minnesota","43.4","1.4",97,42.1,26161
"1315","MN-069","Kittson County","Minnesota","39.6","3",118,36.7,26163
"1316","MN-071","Koochiching County","Minnesota","38.1","1.7",99,36.4,26165
"1317","MN-073","Lac qui Parle County","Minnesota","44.3","1.2",99,43.2,27001
"1318","MN-075","Lake County","Minnesota","37.1","1.3",96,35.9,27003
"1319","MN-077","Lake of the Woods County","Minnesota","38.2","2.1",101,36.1,27005
"1320","MN-079","Le Sueur County","Minnesota","44.9","0.8",88,44.1,27007
"1321","MN-081","Lincoln County","Minnesota","43.6","0.9",97,42.7,27009
"1322","MN-083","Lyon County","Minnesota","44.5","0.9",93,43.7,27011
"1323","MN-085","McLeod County","Minnesota","44.5","1.3",103,43.2,27013
"1324","MN-087","Mahnomen County","Minnesota","38.9","0.7",82,38.2,27015
"1325","MN-089","Marshall County","Minnesota","39.2","1.8",103,37.3,27017
"1326","MN-091","Martin County","Minnesota","45.1","0.8",86,44.3,27019
"1327","MN-093","Meeker County","Minnesota","43.2","1",92,42.2,27021
"1328","MN-095","Mille Lacs County","Minnesota","42.2","1.7",98,40.5,27023
"1329","MN-097","Morrison County","Minnesota","42","1.5",97,40.5,27025
"1330","MN-099","Mower County","Minnesota","44.4","1.3",104,43.1,27027
"1331","MN-101","Murray County","Minnesota","43.8","0.6",85,43.2,27029
"1332","MN-103","Nicollet County","Minnesota","45.3","1",100,44.4,27031
"1333","MN-105","Nobles County","Minnesota","44.5","0.7",89,43.8,27033
"1334","MN-107","Norman County","Minnesota","40.2","0.6",81,39.5,27035
"1335","MN-109","Olmsted County","Minnesota","44.3","1.1",96,43.2,27037
"1336","MN-111","Otter Tail County","Minnesota","41.1","1.3",98,39.8,27039
"1337","MN-113","Pennington County","Minnesota","38.8","1",86,37.8,27041
"1338","MN-115","Pine County","Minnesota","41.3","1.6",98,39.7,27043
"1339","MN-117","Pipestone County","Minnesota","43.9","0.9",94,43.1,27045
"1340","MN-119","Polk County","Minnesota","39.6","0.9",86,38.7,27047
"1341","MN-121","Pope County","Minnesota","42.7","1.8",106,40.9,27049
"1342","MN-123","Ramsey County","Minnesota","45.2","1.4",100,43.8,27051
"1343","MN-125","Red Lake County","Minnesota","39.1","0.8",84,38.3,27053
"1344","MN-127","Redwood County","Minnesota","44.9","0.9",93,44,27055
"1345","MN-129","Renville County","Minnesota","44.7","1.1",104,43.5,27057
"1346","MN-131","Rice County","Minnesota","44.7","1",95,43.7,27059
"1347","MN-133","Rock County","Minnesota","45.3","1.2",102,44.2,27061
"1348","MN-135","Roseau County","Minnesota","38.7","2.6",113,36.1,27063
"1349","MN-137","St. Louis County","Minnesota","37.9","1.5",95,36.4,27065
"1350","MN-139","Scott County","Minnesota","45.3","1.2",98,44.1,27067
"1351","MN-141","Sherburne County","Minnesota","43.4","1.3",94,42,27069
"1352","MN-143","Sibley County","Minnesota","45.2","1.3",108,43.9,27071
"1353","MN-145","Stearns County","Minnesota","42.7","1.5",95,41.2,27073
"1354","MN-147","Steele County","Minnesota","44.4","1",95,43.4,27075
"1355","MN-149","Stevens County","Minnesota","43.2","1.7",106,41.5,27077
"1356","MN-151","Swift County","Minnesota","43.9","1.7",107,42.2,27079
"1357","MN-153","Todd County","Minnesota","41.5","1.6",98,40,27081
"1358","MN-155","Traverse County","Minnesota","43.5","1.6",108,41.9,27083
"1359","MN-157","Wabasha County","Minnesota","45","1.1",101,43.8,27085
"1360","MN-159","Wadena County","Minnesota","40.8","1.6",99,39.3,27087
"1361","MN-161","Waseca County","Minnesota","44.5","0.6",82,43.9,27089
"1362","MN-163","Washington County","Minnesota","44.9","1.3",99,43.6,27091
"1363","MN-165","Watonwan County","Minnesota","45.4","1.1",98,44.4,27093
"1364","MN-167","Wilkin County","Minnesota","42.5","1.5",101,41,27095
"1365","MN-169","Winona County","Minnesota","45.4","1.4",104,44,27097
"1366","MN-171","Wright County","Minnesota","43.8","1.3",94,42.5,27099
"1367","MN-173","Yellow Medicine County","Minnesota","44.7","1.1",99,43.6,27101
"1368","MS-001","Adams County","Mississippi","66.4","0.9",116,65.6,27103
"1369","MS-003","Alcorn County","Mississippi","60.9","0.9",114,60,27105
"1370","MS-005","Amite County","Mississippi","67.1","1.8",121,65.3,27107
"1371","MS-007","Attala County","Mississippi","63.8","1.2",119,62.6,27109
"1372","MS-009","Benton County","Mississippi","61.3","1",118,60.3,27111
"1373","MS-011","Bolivar County","Mississippi","63.6","0.7",105,62.8,27113
"1374","MS-013","Calhoun County","Mississippi","63.2","1",112,62.2,27115
"1375","MS-015","Carroll County","Mississippi","64.3","1.7",121,62.6,27117
"1376","MS-017","Chickasaw County","Mississippi","63.5","1.2",120,62.2,27119
"1377","MS-019","Choctaw County","Mississippi","63.3","1.2",119,62.1,27121
"1378","MS-021","Claiborne County","Mississippi","66.1","1.1",119,65,27123
"1379","MS-023","Clarke County","Mississippi","65.9","1.8",120,64.2,27125
"1380","MS-025","Clay County","Mississippi","64.1","1.4",119,62.7,27127
"1381","MS-027","Coahoma County","Mississippi","63.2","1",111,62.2,27129
"1382","MS-029","Copiah County","Mississippi","66.1","1.3",120,64.8,27131
"1383","MS-031","Covington County","Mississippi","66.1","1.3",120,64.8,27133
"1384","MS-033","DeSoto County","Mississippi","62.2","0.7",98,61.5,27135
"1385","MS-035","Forrest County","Mississippi","66.9","1.3",120,65.5,27137
"1386","MS-037","Franklin County","Mississippi","66.4","1.3",120,65.1,27139
"1387","MS-039","George County","Mississippi","67.4","1.5",121,65.9,27141
"1388","MS-041","Greene County","Mississippi","66.8","1.3",120,65.5,27143
"1389","MS-043","Grenada County","Mississippi","63.8","1.2",119,62.6,27145
"1390","MS-045","Hancock County","Mississippi","68.1","1.7",120,66.4,27147
"1391","MS-047","Harrison County","Mississippi","67.7","1.3",121,66.4,27149
"1392","MS-049","Hinds County","Mississippi","66","1.5",120,64.6,27151
"1393","MS-051","Holmes County","Mississippi","65.1","1.7",120,63.4,27153
"1394","MS-053","Humphreys County","Mississippi","65.7","1.8",120,63.9,27155
"1395","MS-055","Issaquena County","Mississippi","65.5","1.4",118,64.2,27157
"1396","MS-057","Itawamba County","Mississippi","62.8","1.4",120,61.4,27159
"1397","MS-059","Jackson County","Mississippi","68.2","1.7",121,66.5,27161
"1398","MS-061","Jasper County","Mississippi","65.6","1.6",120,64,27163
"1399","MS-063","Jefferson County","Mississippi","66","0.9",116,65.1,27165
"1400","MS-065","Jefferson Davis County","Mississippi","66.3","1.4",120,64.9,27167
"1401","MS-067","Jones County","Mississippi","66.2","1.2",120,65,27169
"1402","MS-069","Kemper County","Mississippi","64.6","1.4",120,63.2,27171
"1403","MS-071","Lafayette County","Mississippi","62.4","0.6",95,61.7,27173
"1404","MS-073","Lamar County","Mississippi","66.8","1.3",120,65.5,28001
"1405","MS-075","Lauderdale County","Mississippi","65.6","2.1",122,63.5,28003
"1406","MS-077","Lawrence County","Mississippi","66.6","1.5",120,65.1,28005
"1407","MS-079","Leake County","Mississippi","64.1","1.1",117,63.1,28007
"1408","MS-081","Lee County","Mississippi","63.2","1.4",121,61.8,28009
"1409","MS-083","Leflore County","Mississippi","65.1","1.8",121,63.2,28011
"1410","MS-085","Lincoln County","Mississippi","66.4","1.5",121,64.9,28013
"1411","MS-087","Lowndes County","Mississippi","64.4","1.5",119,63,28015
"1412","MS-089","Madison County","Mississippi","65.1","1",114,64.2,28017
"1413","MS-091","Marion County","Mississippi","67.1","1.4",121,65.7,28019
"1414","MS-093","Marshall County","Mississippi","61.7","0.8",103,60.9,28021
"1415","MS-095","Monroe County","Mississippi","63.6","1.3",119,62.4,28023
"1416","MS-097","Montgomery County","Mississippi","63.2","0.9",113,62.3,28025
"1417","MS-099","Neshoba County","Mississippi","64.1","1.3",120,62.8,28027
"1418","MS-101","Newton County","Mississippi","65.1","1.8",121,63.3,28029
"1419","MS-103","Noxubee County","Mississippi","64.6","1.5",121,63.1,28031
"1420","MS-105","Oktibbeha County","Mississippi","64.3","1.6",120,62.7,28033
"1421","MS-107","Panola County","Mississippi","62.7","0.6",97,62.1,28035
"1422","MS-109","Pearl River County","Mississippi","67.3","1.5",120,65.8,28037
"1423","MS-111","Perry County","Mississippi","66.8","1.3",120,65.5,28039
"1424","MS-113","Pike County","Mississippi","67.3","2",121,65.3,28041
"1425","MS-115","Pontotoc County","Mississippi","62.9","1.1",118,61.7,28043
"1426","MS-117","Prentiss County","Mississippi","61.9","1.2",119,60.7,28045
"1427","MS-119","Quitman County","Mississippi","63.2","0.8",107,62.4,28047
"1428","MS-121","Rankin County","Mississippi","65.4","1.3",120,64.1,28049
"1429","MS-123","Scott County","Mississippi","64.7","1.3",120,63.4,28051
"1430","MS-125","Sharkey County","Mississippi","65.6","1.5",119,64.1,28053
"1431","MS-127","Simpson County","Mississippi","65.8","1.4",120,64.4,28055
"1432","MS-129","Smith County","Mississippi","65.5","1.4",120,64.1,28057
"1433","MS-131","Stone County","Mississippi","67","1.2",121,65.8,28059
"1434","MS-133","Sunflower County","Mississippi","64.5","1.2",119,63.2,28061
"1435","MS-135","Tallahatchie County","Mississippi","63.9","1.2",118,62.7,28063
"1436","MS-137","Tate County","Mississippi","62.2","0.5",88,61.8,28065
"1437","MS-139","Tippah County","Mississippi","61.2","1",116,60.2,28067
"1438","MS-141","Tishomingo County","Mississippi","61.3","1.2",120,60.1,28069
"1439","MS-143","Tunica County","Mississippi","62.7","0.8",101,62,28071
"1440","MS-145","Union County","Mississippi","62.3","1.1",118,61.2,28073
"1441","MS-147","Walthall County","Mississippi","67.1","1.7",121,65.4,28075
"1442","MS-149","Warren County","Mississippi","66.1","1.4",118,64.7,28077
"1443","MS-151","Washington County","Mississippi","64.7","1",118,63.6,28079
"1444","MS-153","Wayne County","Mississippi","66","1.1",120,64.8,28081
"1445","MS-155","Webster County","Mississippi","63.2","1",113,62.1,28083
"1446","MS-157","Wilkinson County","Mississippi","67.1","1.2",121,65.9,28085
"1447","MS-159","Winston County","Mississippi","63.7","1.3",120,62.4,28087
"1448","MS-161","Yalobusha County","Mississippi","63.1","0.9",108,62.2,28089
"1449","MS-163","Yazoo County","Mississippi","65.7","1.4",119,64.3,28091
"1450","MO-001","Adair County","Missouri","52.3","1.3",113,51.1,28093
"1451","MO-003","Andrew County","Missouri","53","0.8",97,52.2,28095
"1452","MO-005","Atchison County","Missouri","52.4","0.9",101,51.5,28097
"1453","MO-007","Audrain County","Missouri","54.1","0.9",110,53.2,28099
"1454","MO-009","Barry County","Missouri","57.3","1",110,56.3,28101
"1455","MO-011","Barton County","Missouri","56.9","0.2",68,56.7,28103
"1456","MO-013","Bates County","Missouri","56.3","0.8",99,55.6,28105
"1457","MO-015","Benton County","Missouri","56","1.1",115,54.9,28107
"1458","MO-017","Bollinger County","Missouri","56.8","0.6",96,56.2,28109
"1459","MO-019","Boone County","Missouri","55.3","1.2",117,54,28111
"1460","MO-021","Buchanan County","Missouri","53.9","0.9",101,53,28113
"1461","MO-023","Butler County","Missouri","58.6","0.6",98,58,28115
"1462","MO-025","Caldwell County","Missouri","53.4","1.1",104,52.3,28117
"1463","MO-027","Callaway County","Missouri","55.5","1.3",118,54.2,28119
"1464","MO-029","Camden County","Missouri","57.1","1.7",120,55.3,28121
"1465","MO-031","Cape Girardeau County","Missouri","57.4","1.2",117,56.2,28123
"1466","MO-033","Carroll County","Missouri","54","0.7",97,53.3,28125
"1467","MO-035","Carter County","Missouri","57.4","1.3",119,56.1,28127
"1468","MO-037","Cass County","Missouri","55.6","1.4",115,54.2,28129
"1469","MO-039","Cedar County","Missouri","57.1","0.8",106,56.2,28131
"1470","MO-041","Chariton County","Missouri","54.2","1",107,53.2,28133
"1471","MO-043","Christian County","Missouri","56.5","1.2",116,55.3,28135
"1472","MO-045","Clark County","Missouri","52","0.3",77,51.7,28137
"1473","MO-047","Clay County","Missouri","54.5","1.1",104,53.4,28139
"1474","MO-049","Clinton County","Missouri","53.3","1",102,52.3,28141
"1475","MO-051","Cole County","Missouri","56.6","1.5",119,55.1,28143
"1476","MO-053","Cooper County","Missouri","55.4","1.3",114,54.1,28145
"1477","MO-055","Crawford County","Missouri","55.2","1",111,54.2,28147
