"","fips_code","civilian_labor_force_2018","employed_2018","unemployed_2018","unemployment_rate_2018","civilian_labor_force_2019","employed_2019","unemployed_2019","unemployment_rate_2019","civilian_labor_force_2020","employed_2020","unemployed_2020","unemployment_rate_2020","civilian_labor_force_2021","employed_2021","unemployed_2021","unemployment_rate_2021","civilian_labor_force_2022","employed_2022","unemployed_2022","unemployment_rate_2022"
"428","13095",38748,36653,2095,5.4,37808,35996,1812,4.8,37597,34363,3234,8.6,37149,34815,2334,6.3,36369,34798,1571,4.3
"429","13097",73165,70097,3068,4.2,73409,70691,2718,3.7,72637,67313,5324,7.3,74094,70903,3191,4.3,75159,72718,2441,3.2
"430","13099",4552,4341,211,4.6,4396,4218,178,4,4432,4178,254,5.7,4341,4126,215,5,4425,4266,159,3.6
"431","13101",1925,1863,62,3.2,1917,1862,55,2.9,1888,1814,74,3.9,1882,1829,53,2.8,1873,1826,47,2.5
"432","13103",31065,30044,1021,3.3,32322,31373,949,2.9,31979,30415,1564,4.9,33189,32208,981,3,33678,32818,860,2.6
"433","13105",7862,7482,380,4.8,7873,7554,319,4.1,7957,7411,546,6.9,7813,7436,377,4.8,7872,7580,292,3.7
"434","13107",8361,7863,498,6,8440,7979,461,5.5,8595,7998,597,6.9,8670,8219,451,5.2,8717,8362,355,4.1
"435","13109",4925,4742,183,3.7,4957,4785,172,3.5,5023,4766,257,5.1,5129,4948,181,3.5,5050,4903,147,2.9
"436","13111",11334,10880,454,4,11522,11122,400,3.5,11168,10643,525,4.7,11747,11410,337,2.9,11950,11632,318,2.7
"437","13113",57844,55809,2035,3.5,58196,56380,1816,3.1,56779,53748,3031,5.3,58281,56582,1699,2.9,59593,58040,1553,2.6
"438","13115",44554,42629,1925,4.3,44263,42487,1776,4,43265,40573,2692,6.2,43502,41884,1618,3.7,43798,42428,1370,3.1
"439","13117",121697,117823,3874,3.2,125398,121812,3586,2.9,123375,117844,5531,4.5,127280,124100,3180,2.5,130295,127263,3032,2.3
"440","13119",10063,9675,388,3.9,10230,9859,371,3.6,9924,9345,579,5.8,9984,9611,373,3.7,9990,9674,316,3.2
"441","13121",556130,533436,22694,4.1,561757,541301,20456,3.6,560504,516255,44249,7.9,569596,543672,25924,4.6,575874,557586,18288,3.2
"442","13123",12037,11527,510,4.2,12061,11622,439,3.6,12059,11498,561,4.7,12325,11946,379,3.1,12413,12032,381,3.1
"443","13125",1292,1238,54,4.2,1280,1231,49,3.8,1250,1200,50,4,1245,1212,33,2.7,1253,1215,38,3
"444","13127",40103,38609,1494,3.7,38919,37552,1367,3.5,38419,35839,2580,6.7,39024,37551,1473,3.8,39697,38527,1170,2.9
"445","13129",27613,26539,1074,3.9,28555,27552,1003,3.5,28186,26666,1520,5.4,28742,27815,927,3.2,28907,28088,819,2.8
"446","13131",10687,10273,414,3.9,10694,10322,372,3.5,10656,10193,463,4.3,11000,10652,348,3.2,10941,10613,328,3
"447","13133",7067,6762,305,4.3,7325,7034,291,4,7214,6797,417,5.8,7239,6968,271,3.7,7331,7098,233,3.2
"448","13135",488751,471383,17368,3.6,491810,476249,15561,3.2,481779,451514,30265,6.3,492929,475852,17077,3.5,501409,487916,13493,2.7
"449","13137",19494,18760,734,3.8,19503,18816,687,3.5,18782,17772,1010,5.4,18504,17842,662,3.6,18779,18201,578,3.1
"450","13139",102465,99159,3306,3.2,103033,100029,3004,2.9,102659,97868,4791,4.7,104554,101742,2812,2.7,107171,104611,2560,2.4
"451","13141",2478,2330,148,6,2521,2376,145,5.8,2547,2324,223,8.8,2513,2355,158,6.3,2514,2390,124,4.9
"452","13143",12542,12055,487,3.9,12610,12172,438,3.5,12409,11690,719,5.8,12772,12324,448,3.5,13028,12634,394,3
"453","13145",16937,16357,580,3.4,16975,16437,538,3.2,16900,16140,760,4.5,16830,16343,487,2.9,16814,16355,459,2.7
"454","13147",11767,11336,431,3.7,11636,11217,419,3.6,11365,10754,611,5.4,11631,11178,453,3.9,12111,11745,366,3
"455","13149",5239,5034,205,3.9,5241,5060,181,3.5,5123,4793,330,6.4,5247,5044,203,3.9,5330,5171,159,3
"456","13151",115264,110462,4802,4.2,117131,112797,4334,3.7,116778,108320,8458,7.2,118859,113922,4937,4.2,120701,116898,3803,3.2
"457","13153",70468,67613,2855,4.1,71379,68906,2473,3.5,70712,67032,3680,5.2,71257,68638,2619,3.7,70748,68554,2194,3.1
"458","13155",3334,3145,189,5.7,3411,3249,162,4.7,3495,3300,195,5.6,3555,3394,161,4.5,3537,3397,140,4
"459","13157",36506,35374,1132,3.1,37856,36806,1050,2.8,40192,38450,1742,4.3,42144,41118,1026,2.4,46153,45209,944,2
"460","13159",6920,6675,245,3.5,6998,6771,227,3.2,6839,6508,331,4.8,7076,6849,227,3.2,7207,7019,188,2.6
"461","13161",6102,5804,298,4.9,6204,5912,292,4.7,6153,5839,314,5.1,6107,5864,243,4,6148,5926,222,3.6
"462","13163",6736,6376,360,5.3,6652,6326,326,4.9,6695,6248,447,6.7,6669,6345,324,4.9,6627,6363,264,4
"463","13165",3193,3021,172,5.4,3217,3049,168,5.2,3198,2997,201,6.3,3192,3040,152,4.8,3324,3183,141,4.2
"464","13167",4113,3950,163,4,4086,3932,154,3.8,4014,3817,197,4.9,4128,3981,147,3.6,4004,3888,116,2.9
"465","13169",13963,13449,514,3.7,13789,13334,455,3.3,13408,12803,605,4.5,13473,13050,423,3.1,13320,12930,390,2.9
"466","13171",8243,7859,384,4.7,8227,7896,331,4,8010,7508,502,6.3,8263,7918,345,4.2,8391,8116,275,3.3
"467","13173",3805,3634,171,4.5,3790,3634,156,4.1,3814,3615,199,5.2,3817,3668,149,3.9,3783,3653,130,3.4
"468","13175",19522,18578,944,4.8,19617,18696,921,4.7,19343,18060,1283,6.6,19714,18868,846,4.3,19146,18411,735,3.8
"469","13177",14859,14324,535,3.6,15175,14702,473,3.1,15074,14390,684,4.5,15053,14584,469,3.1,15011,14577,434,2.9
"470","13179",25952,24836,1116,4.3,26034,25015,1019,3.9,25790,24190,1600,6.2,26234,25191,1043,4,26158,25301,857,3.3
"471","13181",3613,3433,180,5,3560,3418,142,4,3519,3331,188,5.3,3540,3398,142,4,3511,3389,122,3.5
"472","13183",8079,7757,322,4,8365,8048,317,3.8,8211,7854,357,4.3,8432,8173,259,3.1,8473,8210,263,3.1
"473","13185",51972,49840,2132,4.1,51813,49919,1894,3.7,51656,48546,3110,6,51231,49132,2099,4.1,50565,48914,1651,3.3
"474","13187",16778,16176,602,3.6,16985,16426,559,3.3,16612,15822,790,4.8,17595,17112,483,2.7,18582,18131,451,2.4
"475","13189",8954,8452,502,5.6,8777,8309,468,5.3,8577,7903,674,7.9,8508,8065,443,5.2,8409,8037,372,4.4
"476","13191",6277,6025,252,4,6117,5888,229,3.7,5964,5629,335,5.6,6101,5876,225,3.7,6215,6022,193,3.1
"477","13193",4717,4422,295,6.3,4735,4511,224,4.7,4667,4314,353,7.6,4682,4378,304,6.5,4533,4344,189,4.2
"478","13195",13733,13245,488,3.6,13450,13022,428,3.2,13260,12594,666,5,13456,13038,418,3.1,13357,12972,385,2.9
"479","13197",3383,3207,176,5.2,3302,3157,145,4.4,3249,3085,164,5,3248,3129,119,3.7,3246,3131,115,3.5
"480","13199",8898,8449,449,5,8918,8498,420,4.7,8768,8017,751,8.6,8900,8442,458,5.1,8991,8649,342,3.8
"481","13201",2780,2677,103,3.7,2811,2716,95,3.4,2779,2669,110,4,2803,2719,84,3,2874,2798,76,2.6
"482","13205",8402,7945,457,5.4,8511,8113,398,4.7,8313,7771,542,6.5,8211,7797,414,5,8240,7913,327,4
"483","13207",13241,12754,487,3.7,13058,12617,441,3.4,12940,12294,646,5,12959,12549,410,3.2,12795,12435,360,2.8
"484","13209",3873,3649,224,5.8,3936,3728,208,5.3,3843,3637,206,5.4,3824,3665,159,4.2,3860,3712,148,3.8
"485","13211",9225,8893,332,3.6,9405,9100,305,3.2,9251,8760,491,5.3,9532,9223,309,3.2,9703,9442,261,2.7
"486","13213",16051,15195,856,5.3,15665,14841,824,5.3,15429,14277,1152,7.5,15380,14714,666,4.3,15366,14755,611,4
"487","13215",79073,75014,4059,5.1,78023,74326,3697,4.7,77456,71454,6002,7.7,76318,72313,4005,5.2,75466,72359,3107,4.1
"488","13217",52140,49788,2352,4.5,53010,50879,2131,4,52287,48607,3680,7,53489,51158,2331,4.4,54323,52466,1857,3.4
"489","13219",20157,19556,601,3,20099,19569,530,2.6,19673,18955,718,3.6,20071,19621,450,2.2,19984,19523,461,2.3
"490","13221",7150,6884,266,3.7,7055,6821,234,3.3,6867,6543,324,4.7,6953,6751,202,2.9,6909,6720,189,2.7
"491","13223",85695,82723,2972,3.5,87898,85216,2682,3.1,87086,82512,4574,5.3,89524,86832,2692,3,91455,89068,2387,2.6
"492","13225",11903,11282,621,5.2,11929,11424,505,4.2,11873,11139,734,6.2,11995,11416,579,4.8,11858,11408,450,3.8
"493","13227",15245,14701,544,3.6,15491,15006,485,3.1,15079,14366,713,4.7,15564,15127,437,2.8,15924,15515,409,2.6
"494","13229",8754,8420,334,3.8,8715,8407,308,3.5,8541,8156,385,4.5,8638,8368,270,3.1,8901,8657,244,2.7
"495","13231",8891,8569,322,3.6,9013,8729,284,3.2,8725,8298,427,4.9,8997,8742,255,2.8,9208,8960,248,2.7
"496","13233",18612,17824,788,4.2,18620,17919,701,3.8,18340,17256,1084,5.9,18448,17789,659,3.6,18531,17960,571,3.1
"497","13235",4053,3875,178,4.4,4076,3913,163,4,3965,3779,186,4.7,4027,3874,153,3.8,4006,3873,133,3.3
"498","13237",8287,7872,415,5,8345,7971,374,4.5,8315,7781,534,6.4,8658,8310,348,4,8764,8460,304,3.5
"499","13239",828,782,46,5.6,814,772,42,5.2,798,748,50,6.3,765,729,36,4.7,733,697,36,4.9
"500","13241",7144,6857,287,4,7338,7071,267,3.6,7258,6876,382,5.3,7552,7314,238,3.2,7774,7548,226,2.9
"501","13243",2490,2351,139,5.6,2561,2435,126,4.9,2474,2328,146,5.9,2369,2245,124,5.2,2392,2287,105,4.4
"502","13245",86234,81726,4508,5.2,85588,81551,4037,4.7,84317,77914,6403,7.6,83932,79496,4436,5.3,82682,79202,3480,4.2
"503","13247",44718,42729,1989,4.4,44714,42936,1778,4,43751,40454,3297,7.5,44637,42608,2029,4.5,45269,43698,1571,3.5
"504","13249",2203,2101,102,4.6,2263,2174,89,3.9,2153,2061,92,4.3,2132,2051,81,3.8,2161,2081,80,3.7
"505","13251",5303,5015,288,5.4,5173,4883,290,5.6,5063,4653,410,8.1,5097,4813,284,5.6,5033,4815,218,4.3
"506","13253",3054,2890,164,5.4,3114,2977,137,4.4,3105,2951,154,5,3084,2969,115,3.7,3090,2981,109,3.5
"507","13255",28677,27315,1362,4.7,28811,27609,1202,4.2,28428,26291,2137,7.5,29015,27678,1337,4.6,29358,28383,975,3.3
"508","13257",10991,10485,506,4.6,10865,10440,425,3.9,10463,9800,663,6.3,10435,9983,452,4.3,10640,10262,378,3.6
"509","13259",2375,2260,115,4.8,2503,2393,110,4.4,2520,2380,140,5.6,2555,2458,97,3.8,2597,2504,93,3.6
"510","13261",12747,11984,763,6,12909,12276,633,4.9,12625,11690,935,7.4,12306,11608,698,5.7,12280,11778,502,4.1
"511","13263",2844,2700,144,5.1,2834,2704,130,4.6,2765,2578,187,6.8,2784,2659,125,4.5,2811,2708,103,3.7
"512","13265",571,540,31,5.4,548,519,29,5.3,534,496,38,7.1,536,509,27,5,541,518,23,4.3
"513","13267",9717,9306,411,4.2,9785,9403,382,3.9,9702,9289,413,4.3,9545,9236,309,3.2,9388,9103,285,3
"514","13269",2793,2611,182,6.5,3044,2914,130,4.3,2776,2577,199,7.2,2901,2726,175,6,2626,2496,130,5
"515","13271",4373,4078,295,6.7,4312,3901,411,9.5,3810,3437,373,9.8,3726,3463,263,7.1,3597,3392,205,5.7
"516","13273",3586,3345,241,6.7,3558,3374,184,5.2,3538,3275,263,7.4,3542,3320,222,6.3,3475,3318,157,4.5
"517","13275",16937,16138,799,4.7,17057,16366,691,4.1,17051,15997,1054,6.2,17434,16700,734,4.2,17013,16412,601,3.5
"518","13277",19416,18635,781,4,20371,19677,694,3.4,20599,19561,1038,5,21106,20379,727,3.4,21053,20469,584,2.8
"519","13279",11908,11212,696,5.8,12044,11442,602,5,12199,11410,789,6.5,12067,11524,543,4.5,12129,11669,460,3.8
"520","13281",3926,3704,222,5.7,3985,3787,198,5,3884,3629,255,6.6,4037,3875,162,4,4066,3900,166,4.1
"521","13283",2716,2558,158,5.8,2736,2590,146,5.3,2667,2505,162,6.1,2629,2515,114,4.3,2641,2537,104,3.9
"522","13285",36799,35430,1369,3.7,38114,36868,1246,3.3,37707,35012,2695,7.1,37206,35577,1629,4.4,36577,35486,1091,3
"523","13287",3187,3024,163,5.1,3231,3105,126,3.9,3272,3035,237,7.2,3266,3059,207,6.3,3172,3043,129,4.1
"524","13289",2933,2758,175,6,2867,2703,164,5.7,2795,2587,208,7.4,2769,2625,144,5.2,2726,2600,126,4.6
"525","13291",10365,9982,383,3.7,10531,10191,340,3.2,10581,10121,460,4.3,11116,10811,305,2.7,11458,11157,301,2.6
"526","13293",11411,10906,505,4.4,11447,11027,420,3.7,11403,10660,743,6.5,11599,11133,466,4,11741,11368,373,3.2
"527","13295",31397,30177,1220,3.9,31510,30340,1170,3.7,30661,29161,1500,4.9,30754,29771,983,3.2,31180,30239,941,3
"528","13297",45894,44244,1650,3.6,46326,44841,1485,3.2,45698,43264,2434,5.3,47033,45534,1499,3.2,48037,46703,1334,2.8
"529","13299",15630,15012,618,4,15546,14952,594,3.8,15350,14503,847,5.5,15433,14865,568,3.7,15860,15389,471,3
"530","13301",2763,2626,137,5,2770,2634,136,4.9,2647,2469,178,6.7,2686,2560,126,4.7,2691,2589,102,3.8
"531","13303",7172,6811,361,5,7080,6776,304,4.3,6946,6505,441,6.3,6875,6534,341,5,6967,6695,272,3.9
"532","13305",11437,10901,536,4.7,11551,11072,479,4.1,11594,10952,642,5.5,11864,11418,446,3.8,12005,11635,370,3.1
"533","13307",1002,939,63,6.3,1031,979,52,5,1018,961,57,5.6,994,949,45,4.5,985,949,36,3.7
"534","13309",1672,1549,123,7.4,1681,1555,126,7.5,1616,1500,116,7.2,1629,1539,90,5.5,1657,1574,83,5
"535","13311",16218,15721,497,3.1,16608,16145,463,2.8,16300,15596,704,4.3,16612,16187,425,2.6,17015,16609,406,2.4
"536","13313",45165,42999,2166,4.8,44040,42012,2028,4.6,43252,40145,3107,7.2,43090,41387,1703,4,43134,41498,1636,3.8
"537","13315",2689,2548,141,5.2,2721,2598,123,4.5,2763,2597,166,6,2720,2589,131,4.8,2675,2576,99,3.7
"538","13317",3838,3658,180,4.7,3821,3640,181,4.7,3653,3408,245,6.7,3658,3488,170,4.6,3701,3551,150,4.1
"539","13319",3857,3685,172,4.5,4063,3906,157,3.9,3813,3612,201,5.3,3656,3504,152,4.2,3896,3768,128,3.3
"540","13321",8979,8577,402,4.5,9074,8714,360,4,8842,8363,479,5.4,8820,8466,354,4,8739,8466,273,3.1
"541","15001",94797,92056,2741,2.9,93817,90791,3026,3.2,91884,81388,10496,11.4,93899,88444,5455,5.8,94246,90813,3433,3.6
"542","15003",469787,458947,10840,2.3,464847,453660,11187,2.4,450653,404342,46311,10.3,452578,427310,25268,5.6,458128,442291,15837,3.5
"543","15007",37536,36625,911,2.4,37762,36817,945,2.5,36379,30472,5907,16.2,36189,33242,2947,8.1,36657,35336,1321,3.6
"544","15009",90337,88220,2117,2.3,89697,87505,2192,2.4,85169,69977,15192,17.8,87321,80630,6691,7.7,87268,84237,3031,3.5
"545","16001",246290,240148,6142,2.5,256258,249887,6371,2.5,260850,246434,14416,5.5,267054,258509,8545,3.2,275602,269248,6354,2.3
"546","16003",1728,1634,94,5.4,1730,1615,115,6.6,1783,1613,170,9.5,1801,1686,115,6.4,1764,1671,93,5.3
"547","16005",41991,40833,1158,2.8,42917,41725,1192,2.8,42525,40404,2121,5,42608,41111,1497,3.5,43837,42641,1196,2.7
"548","16007",2873,2791,82,2.9,2996,2910,86,2.9,3104,2971,133,4.3,3126,3034,92,2.9,3292,3207,85,2.6
"549","16009",4039,3856,183,4.5,4115,3903,212,5.2,4182,3861,321,7.7,4098,3875,223,5.4,4092,3919,173,4.2
"550","16011",23446,22806,640,2.7,23962,23333,629,2.6,24040,23096,944,3.9,24560,23793,767,3.1,24978,24329,649,2.6
"551","16013",12411,12115,296,2.4,12439,12118,321,2.6,12868,11845,1023,7.9,12909,12451,458,3.5,13257,12925,332,2.5
"552","16015",3408,3265,143,4.2,3545,3395,150,4.2,3665,3369,296,8.1,3748,3552,196,5.2,3832,3688,144,3.8
"553","16017",19787,18975,812,4.1,20229,19392,837,4.1,21278,19629,1649,7.7,21586,20574,1012,4.7,21888,21093,795,3.6
"554","16019",55540,54196,1344,2.4,57540,56181,1359,2.4,58792,56364,2428,4.1,60745,59016,1729,2.8,62826,61352,1474,2.3
"555","16021",5294,5061,233,4.4,5403,5163,240,4.4,5564,5212,352,6.3,5646,5405,241,4.3,5704,5488,216,3.8
"556","16023",1371,1326,45,3.3,1385,1349,36,2.6,1402,1350,52,3.7,1449,1395,54,3.7,1491,1446,45,3
"557","16025",692,676,16,2.3,687,668,19,2.8,694,660,34,4.9,703,681,22,3.1,725,705,20,2.8
"558","16027",101242,98089,3153,3.1,105561,102215,3346,3.2,107738,101287,6451,6,111415,107123,4292,3.9,114909,111561,3348,2.9
"559","16029",3894,3786,108,2.8,4142,4033,109,2.6,4143,3991,152,3.7,4104,3979,125,3,4171,4055,116,2.8
"560","16031",11856,11592,264,2.2,12245,11952,293,2.4,12509,12040,469,3.7,13394,13030,364,2.7,14052,13738,314,2.2
"561","16033",383,372,11,2.9,379,365,14,3.7,380,365,15,3.9,379,367,12,3.2,390,376,14,3.6
"562","16035",2931,2732,199,6.8,2918,2724,194,6.6,3058,2800,258,8.4,3032,2840,192,6.3,3013,2858,155,5.1
"563","16037",2196,2108,88,4,2238,2145,93,4.2,2250,2135,115,5.1,2284,2182,102,4.5,2255,2182,73,3.2
"564","16039",11471,11094,377,3.3,11651,11276,375,3.2,11969,11378,591,4.9,12292,11846,446,3.6,12478,12117,361,2.9
"565","16041",6915,6765,150,2.2,7132,6968,164,2.3,7218,6956,262,3.6,7376,7195,181,2.5,7592,7424,168,2.2
"566","16043",7824,7634,190,2.4,7814,7634,180,2.3,7960,7662,298,3.7,8193,7961,232,2.8,8377,8171,206,2.5
"567","16045",8103,7821,282,3.5,8389,8116,273,3.3,8562,8048,514,6,8737,8384,353,4,8947,8690,257,2.9
"568","16047",8146,7950,196,2.4,8280,8067,213,2.6,8341,8016,325,3.9,9112,8847,265,2.9,9689,9460,229,2.4
"569","16049",6470,6168,302,4.7,6625,6332,293,4.4,6771,6309,462,6.8,6831,6503,328,4.8,6820,6562,258,3.8
"570","16051",13695,13384,311,2.3,14099,13776,323,2.3,14269,13769,500,3.5,14983,14586,397,2.6,15476,15134,342,2.2
"571","16053",12051,11744,307,2.5,12339,12024,315,2.6,12233,11730,503,4.1,13774,13358,416,3,14367,14011,356,2.5
"572","16055",78220,75490,2730,3.5,80721,77888,2833,3.5,81974,76137,5837,7.1,82612,79128,3484,4.2,84574,81852,2722,3.2
"573","16057",20311,19805,506,2.5,20626,20085,541,2.6,19843,18875,968,4.9,19933,19279,654,3.3,20417,19915,502,2.5
"574","16059",3528,3371,157,4.5,3581,3414,167,4.7,3672,3422,250,6.8,3711,3518,193,5.2,3705,3567,138,3.7
"575","16061",1628,1538,90,5.5,1645,1556,89,5.4,1665,1534,131,7.9,1671,1579,92,5.5,1662,1597,65,3.9
"576","16063",2721,2628,93,3.4,2695,2600,95,3.5,2668,2507,161,6,2893,2774,119,4.1,3019,2915,104,3.4
"577","16065",21779,21403,376,1.7,22177,21777,400,1.8,22507,21884,623,2.8,23378,22867,511,2.2,23936,23497,439,1.8
"578","16067",11101,10823,278,2.5,11492,11207,285,2.5,11743,11280,463,3.9,12505,12134,371,3,12781,12476,305,2.4
"579","16069",21089,20507,582,2.8,21137,20552,585,2.8,21001,19956,1045,5,20981,20305,676,3.2,21312,20763,549,2.6
"580","16071",2345,2294,51,2.2,2337,2285,52,2.2,2360,2259,101,4.3,2583,2519,64,2.5,2696,2628,68,2.5
"581","16073",5443,5246,197,3.6,5465,5281,184,3.4,5584,5246,338,6.1,6141,5899,242,3.9,5884,5693,191,3.2
"582","16075",11622,11204,418,3.6,11796,11382,414,3.5,12071,11416,655,5.4,12068,11592,476,3.9,12218,11846,372,3
"583","16077",4104,3985,119,2.9,4112,3987,125,3,4160,3988,172,4.1,4377,4220,157,3.6,4540,4411,129,2.8
"584","16079",5101,4807,294,5.8,5193,4892,301,5.8,5500,4987,513,9.3,5475,5126,349,6.4,5446,5194,252,4.6
"585","16081",6450,6304,146,2.3,6670,6523,147,2.2,6737,6346,391,5.8,7145,6940,205,2.9,7616,7456,160,2.1
"586","16083",40911,39803,1108,2.7,41602,40455,1147,2.8,41754,39510,2244,5.4,43353,41865,1488,3.4,44257,43091,1166,2.6
"587","16085",5380,5177,203,3.8,5596,5380,216,3.9,5718,5255,463,8.1,5789,5493,296,5.1,5790,5574,216,3.7
"588","16087",4656,4463,193,4.1,4641,4452,189,4.1,4793,4527,266,5.5,4853,4645,208,4.3,4994,4830,164,3.3
"589","17001",33047,31780,1267,3.8,32403,31341,1062,3.3,31302,29301,2001,6.4,31108,29859,1249,4,30780,29758,1022,3.3
"590","17003",2079,1909,170,8.2,1954,1834,120,6.1,1842,1653,189,10.3,1838,1689,149,8.1,1808,1695,113,6.3
"591","17005",7836,7496,340,4.3,7810,7522,288,3.7,7434,6915,519,7,7497,7149,348,4.6,7497,7213,284,3.8
"592","17007",26724,25199,1525,5.7,26494,25065,1429,5.4,25436,22548,2888,11.4,25040,22861,2179,8.7,25074,23471,1603,6.4
"593","17009",2896,2820,76,2.6,3019,2948,71,2.4,2997,2880,117,3.9,3015,2935,80,2.7,3084,3015,69,2.2
"594","17011",17575,16707,868,4.9,17287,16511,776,4.5,16459,15196,1263,7.7,16441,15608,833,5.1,16115,15398,717,4.4
"595","17013",2336,2216,120,5.1,2324,2220,104,4.5,2186,2010,176,8.1,2185,2079,106,4.9,2182,2095,87,4
"596","17015",7511,7178,333,4.4,7417,7125,292,3.9,7473,6931,542,7.3,7556,7225,331,4.4,7354,7071,283,3.8
"597","17017",6147,5872,275,4.5,6108,5865,243,4,5844,5447,397,6.8,5694,5406,288,5.1,5696,5457,239,4.2
"598","17019",108597,103939,4658,4.3,109493,105553,3940,3.6,107408,100294,7114,6.6,108953,103518,5435,5,109793,105667,4126,3.8
"599","17021",14841,14062,779,5.2,14572,13895,677,4.6,13560,12448,1112,8.2,13420,12672,748,5.6,13329,12715,614,4.6
"600","17023",7849,7430,419,5.3,7683,7339,344,4.5,7347,6737,610,8.3,7328,6946,382,5.2,7344,7039,305,4.2
"601","17025",6710,6361,349,5.2,6501,6217,284,4.4,6221,5632,589,9.5,5937,5598,339,5.7,5699,5432,267,4.7
"602","17027",20534,19807,727,3.5,20706,20088,618,3,19762,18590,1172,5.9,19947,19236,711,3.6,19990,19400,590,3
"603","17029",24311,23172,1139,4.7,23969,23042,927,3.9,23169,21434,1735,7.5,22904,21707,1197,5.2,22768,21810,958,4.2
"604","17031",2661947,2550235,111712,4.2,2665026,2560024,105002,3.9,2603951,2326705,277246,10.6,2618124,2436432,181692,6.9,2687539,2552151,135388,5
"605","17033",8765,8295,470,5.4,8717,8354,363,4.2,8436,7834,602,7.1,8433,7996,437,5.2,8276,7936,340,4.1
"606","17035",6129,5884,245,4,6143,5940,203,3.3,5957,5613,344,5.8,5949,5696,253,4.3,5957,5754,203,3.4
"607","17037",55486,53054,2432,4.4,55890,53685,2205,3.9,53144,48722,4422,8.3,53335,50267,3068,5.8,53959,51668,2291,4.2
"608","17039",7604,7221,383,5,7488,7175,313,4.2,7036,6560,476,6.8,7129,6770,359,5,7348,7056,292,4
"609","17041",10347,9928,419,4,10291,9938,353,3.4,10014,9445,569,5.7,10177,9787,390,3.8,10163,9830,333,3.3
"610","17043",520395,503545,16850,3.2,521294,505390,15904,3.1,498432,460331,38101,7.6,504791,482014,22777,4.5,524007,504982,19025,3.6
"611","17045",9335,8891,444,4.8,8989,8616,373,4.1,8937,8324,613,6.9,8968,8592,376,4.2,9155,8843,312,3.4
"612","17047",2797,2668,129,4.6,2728,2615,113,4.1,2682,2440,242,9,2544,2406,138,5.4,2412,2307,105,4.4
"613","17049",19274,18558,716,3.7,19404,18800,604,3.1,19268,17990,1278,6.6,19543,18774,769,3.9,19786,19198,588,3
"614","17051",9844,9334,510,5.2,9965,9545,420,4.2,9758,9014,744,7.6,9842,9324,518,5.3,9677,9261,416,4.3
"615","17053",6471,6169,302,4.7,6374,6109,265,4.2,6191,5779,412,6.7,6236,5950,286,4.6,6312,6059,253,4
"616","17055",16970,15929,1041,6.1,16477,15621,856,5.2,16011,14310,1701,10.6,15791,14727,1064,6.7,15833,15017,816,5.2
"617","17057",15340,14396,944,6.2,15261,14443,818,5.4,14633,13365,1268,8.7,14557,13716,841,5.8,14620,13913,707,4.8
"618","17059",2460,2314,146,5.9,2348,2234,114,4.9,2028,1830,198,9.8,1969,1846,123,6.2,2001,1900,101,5
"619","17061",6042,5749,293,4.8,6081,5831,250,4.1,5923,5522,401,6.8,5936,5644,292,4.9,5901,5659,242,4.1
"620","17063",26094,24829,1265,4.8,26332,25111,1221,4.6,25124,22969,2155,8.6,25388,24042,1346,5.3,26492,25191,1301,4.9
"621","17065",4497,4300,197,4.4,4444,4279,165,3.7,4245,3941,304,7.2,4257,4058,199,4.7,4301,4154,147,3.4
"622","17067",8536,8138,398,4.7,8450,8068,382,4.5,8097,7538,559,6.9,8082,7728,354,4.4,7970,7659,311,3.9
"623","17069",1337,1237,100,7.5,1311,1229,82,6.3,1302,1172,130,10,1364,1268,96,7,1439,1365,74,5.1
"624","17071",3674,3496,178,4.8,3648,3481,167,4.6,3548,3301,247,7,3560,3415,145,4.1,3521,3380,141,4
"625","17073",25139,23887,1252,5,25168,24013,1155,4.6,23827,21932,1895,8,23749,22561,1188,5,23673,22673,1000,4.2
"626","17075",14538,13895,643,4.4,14418,13834,584,4.1,13612,12755,857,6.3,12998,12368,630,4.8,12523,11961,562,4.5
"627","17077",28176,26908,1268,4.5,28097,27074,1023,3.6,27284,25145,2139,7.8,27264,25742,1522,5.6,27041,25912,1129,4.2
"628","17079",4633,4403,230,5,4673,4482,191,4.1,4594,4314,280,6.1,4757,4552,205,4.3,4860,4682,178,3.7
"629","17081",17845,16911,934,5.2,17491,16717,774,4.4,17039,15306,1733,10.2,16607,15556,1051,6.3,16387,15627,760,4.6
"630","17083",11035,10504,531,4.8,11105,10636,469,4.2,10628,9825,803,7.6,10647,10176,471,4.4,10625,10254,371,3.5
"631","17085",11094,10616,478,4.3,10866,10441,425,3.9,10489,9613,876,8.4,10604,10126,478,4.5,10479,10092,387,3.7
"632","17087",4137,3825,312,7.5,4156,3914,242,5.8,4110,3733,377,9.2,4117,3864,253,6.1,4083,3864,219,5.4
"633","17089",275131,261719,13412,4.9,273865,262129,11736,4.3,262522,238193,24329,9.3,261416,245801,15615,6,264745,252819,11926,4.5
"634","17091",55781,52727,3054,5.5,56142,53435,2707,4.8,54173,49312,4861,9,52624,49132,3492,6.6,52033,49298,2735,5.3
"635","17093",70260,67723,2537,3.6,71479,69021,2458,3.4,69572,63989,5583,8,70284,66964,3320,4.7,73203,70254,2949,4
"636","17095",22262,21090,1172,5.3,21859,20816,1043,4.8,21153,19307,1846,8.7,20595,19232,1363,6.6,19932,18900,1032,5.2
