"","fips_code","civilian_labor_force_2018","employed_2018","unemployed_2018","unemployment_rate_2018","civilian_labor_force_2019","employed_2019","unemployed_2019","unemployment_rate_2019","civilian_labor_force_2020","employed_2020","unemployed_2020","unemployment_rate_2020","civilian_labor_force_2021","employed_2021","unemployed_2021","unemployment_rate_2021","civilian_labor_force_2022","employed_2022","unemployed_2022","unemployment_rate_2022"
"2670","48321",16682,15654,1028,6.2,16568,15629,939,5.7,16470,14733,1737,10.5,16600,15248,1352,8.1,17150,16138,1012,5.9
"2671","48323",23473,21546,1927,8.2,23448,21667,1781,7.6,24254,20577,3677,15.2,23847,20913,2934,12.3,23405,21552,1853,7.9
"2672","48325",21397,20647,750,3.5,21604,20918,686,3.2,21320,19966,1354,6.4,22011,20904,1107,5,22681,21819,862,3.8
"2673","48327",822,788,34,4.1,858,828,30,3.5,862,818,44,5.1,851,810,41,4.8,851,819,32,3.8
"2674","48329",102169,99978,2191,2.1,105827,103612,2215,2.1,98443,90501,7942,8.1,100271,94718,5553,5.5,105948,102848,3100,2.9
"2675","48331",9816,9272,544,5.5,9676,9193,483,5,9675,8979,696,7.2,10260,9663,597,5.8,10297,9859,438,4.3
"2676","48333",1857,1791,66,3.6,1873,1812,61,3.3,1877,1800,77,4.1,1927,1841,86,4.5,1910,1829,81,4.2
"2677","48335",2309,2212,97,4.2,2316,2230,86,3.7,2340,2155,185,7.9,2357,2192,165,7,2309,2207,102,4.4
"2678","48337",9070,8779,291,3.2,9215,8950,265,2.9,9057,8454,603,6.7,9330,8847,483,5.2,9242,8909,333,3.6
"2679","48339",277580,267106,10474,3.8,286563,276832,9731,3.4,289844,268188,21656,7.5,295262,278284,16978,5.8,301853,290062,11791,3.9
"2680","48341",10787,10498,289,2.7,10728,10480,248,2.3,10553,10158,395,3.7,11129,10754,375,3.4,11322,11025,297,2.6
"2681","48343",4676,4366,310,6.6,4770,4517,253,5.3,4851,4305,546,11.3,4634,4163,471,10.2,4473,4193,280,6.3
"2682","48345",459,442,17,3.7,469,453,16,3.4,433,413,20,4.6,451,428,23,5.1,512,491,21,4.1
"2683","48347",28443,27327,1116,3.9,27932,26891,1041,3.7,27811,25979,1832,6.6,28454,26890,1564,5.5,28000,26801,1199,4.3
"2684","48349",23475,22602,873,3.7,23848,23070,778,3.3,23281,21838,1443,6.2,23779,22557,1222,5.1,23597,22683,914,3.9
"2685","48351",5150,4802,348,6.8,5101,4779,322,6.3,4975,4419,556,11.2,4921,4418,503,10.2,4883,4550,333,6.8
"2686","48353",6668,6447,221,3.3,6980,6775,205,2.9,7048,6670,378,5.4,7214,6872,342,4.7,6782,6528,254,3.7
"2687","48355",166621,158800,7821,4.7,165589,158775,6814,4.1,164344,149667,14677,8.9,163979,152779,11200,6.8,164095,156419,7676,4.7
"2688","48357",4422,4298,124,2.8,4266,4152,114,2.7,4024,3789,235,5.8,3993,3810,183,4.6,3944,3810,134,3.4
"2689","48359",899,875,24,2.7,903,877,26,2.9,893,858,35,3.9,924,891,33,3.6,939,911,28,3
"2690","48361",36255,34142,2113,5.8,36142,34273,1869,5.2,35695,31907,3788,10.6,35027,31934,3093,8.8,34871,32877,1994,5.7
"2691","48363",13401,12949,452,3.4,13462,13036,426,3.2,13160,12233,927,7,13007,12269,738,5.7,13135,12639,496,3.8
"2692","48365",10621,10174,447,4.2,10034,9628,406,4,9395,8604,791,8.4,9777,9131,646,6.6,9629,9187,442,4.6
"2693","48367",65455,63411,2044,3.1,68167,66184,1983,2.9,69486,65436,4050,5.8,72275,69048,3227,4.5,74625,72184,2441,3.3
"2694","48369",4850,4735,115,2.4,4828,4721,107,2.2,4843,4718,125,2.6,5023,4876,147,2.9,5134,5010,124,2.4
"2695","48371",6369,6135,234,3.7,6320,6113,207,3.3,6400,5870,530,8.3,6251,5820,431,6.9,6322,6067,255,4
"2696","48373",17708,16806,902,5.1,17882,17023,859,4.8,18341,16723,1618,8.8,18721,17241,1480,7.9,18708,17672,1036,5.5
"2697","48375",54486,52879,1607,2.9,53907,52427,1480,2.7,53122,50174,2948,5.5,54642,52270,2372,4.3,55077,53314,1763,3.2
"2698","48377",3019,2808,211,7,3087,2888,199,6.4,3196,2720,476,14.9,3118,2801,317,10.2,3096,2905,191,6.2
"2699","48379",5865,5659,206,3.5,6005,5822,183,3,5989,5707,282,4.7,6371,6120,251,3.9,6519,6296,223,3.4
"2700","48381",71098,69230,1868,2.6,72506,70767,1739,2.4,72962,69705,3257,4.5,75142,72453,2689,3.6,76100,73938,2162,2.8
"2701","48383",1860,1813,47,2.5,1878,1829,49,2.6,1800,1624,176,9.8,1677,1554,123,7.3,1634,1576,58,3.5
"2702","48385",1041,989,52,5,1052,1011,41,3.9,1081,1010,71,6.6,1153,1084,69,6,1143,1090,53,4.6
"2703","48387",5051,4776,275,5.4,5037,4804,233,4.6,5100,4774,326,6.4,5346,5028,318,5.9,5144,4881,263,5.1
"2704","48389",9338,9143,195,2.1,11070,10874,196,1.8,8794,8160,634,7.2,8556,8063,493,5.8,8525,8235,290,3.4
"2705","48391",3113,2969,144,4.6,3121,3005,116,3.7,3041,2790,251,8.3,3050,2848,202,6.6,2968,2828,140,4.7
"2706","48393",425,413,12,2.8,413,401,12,2.9,402,384,18,4.5,402,385,17,4.2,399,384,15,3.8
"2707","48395",7479,7165,314,4.2,7406,7138,268,3.6,7301,6831,470,6.4,7730,7327,403,5.2,7971,7665,306,3.8
"2708","48397",50545,48901,1644,3.3,53050,51421,1629,3.1,54591,51350,3241,5.9,56857,54381,2476,4.4,59221,57261,1960,3.3
"2709","48399",4543,4399,144,3.2,4559,4432,127,2.8,4523,4300,223,4.9,4681,4487,194,4.1,4694,4539,155,3.3
"2710","48401",22600,21672,928,4.1,22706,21892,814,3.6,21933,20318,1615,7.4,22175,20854,1321,6,22417,21486,931,4.2
"2711","48403",3519,3239,280,8,3725,3480,245,6.6,3895,3472,423,10.9,4006,3631,375,9.4,3960,3682,278,7
"2712","48405",2984,2790,194,6.5,3345,3186,159,4.8,3017,2727,290,9.6,2986,2743,243,8.1,3094,2914,180,5.8
"2713","48407",11434,10861,573,5,11647,11113,534,4.6,11599,10656,943,8.1,11951,11079,872,7.3,12048,11464,584,4.8
"2714","48409",29864,27959,1905,6.4,29519,27901,1618,5.5,29385,26377,3008,10.2,29437,26880,2557,8.7,29297,27535,1762,6
"2715","48411",2519,2442,77,3.1,2512,2438,74,2.9,2187,2074,113,5.2,2221,2117,104,4.7,2237,2158,79,3.5
"2716","48413",1360,1321,39,2.9,1299,1262,37,2.8,1209,1125,84,6.9,1198,1132,66,5.5,1244,1200,44,3.5
"2717","48415",6877,6642,235,3.4,6603,6389,214,3.2,6206,5694,512,8.3,6145,5741,404,6.6,6283,6023,260,4.1
"2718","48417",1929,1884,45,2.3,1888,1847,41,2.2,1774,1680,94,5.3,1863,1788,75,4,1830,1780,50,2.7
"2719","48419",10941,10467,474,4.3,11056,10621,435,3.9,11205,10438,767,6.8,11534,10907,627,5.4,11029,10564,465,4.2
"2720","48421",1320,1285,35,2.7,1357,1325,32,2.4,1302,1262,40,3.1,1394,1351,43,3.1,1377,1338,39,2.8
"2721","48423",106027,102127,3900,3.7,107393,103809,3584,3.3,108156,100798,7358,6.8,110700,104979,5721,5.2,112049,107882,4167,3.7
"2722","48425",4260,4083,177,4.2,4333,4178,155,3.6,4267,3987,280,6.6,4439,4209,230,5.2,4573,4399,174,3.8
"2723","48427",25006,22461,2545,10.2,24941,22474,2467,9.9,26077,21501,4576,17.5,25577,21581,3996,15.6,24554,21865,2689,11
"2724","48429",3964,3820,144,3.6,4059,3936,123,3,4019,3774,245,6.1,4212,4004,208,4.9,4073,3921,152,3.7
"2725","48431",578,558,20,3.5,570,552,18,3.2,558,522,36,6.5,586,556,30,5.1,525,504,21,4
"2726","48433",585,565,20,3.4,579,562,17,2.9,571,542,29,5.1,589,564,25,4.2,695,674,21,3
"2727","48435",1447,1391,56,3.9,1405,1352,53,3.8,1212,1092,120,9.9,1166,1071,95,8.1,1034,975,59,5.7
"2728","48437",2633,2520,113,4.3,2593,2498,95,3.7,2514,2383,131,5.2,2603,2472,131,5,2583,2479,104,4
"2729","48439",1052026,1014829,37197,3.5,1070732,1035116,35616,3.3,1076624,996842,79782,7.4,1109988,1051270,58718,5.3,1140773,1099642,41131,3.6
"2730","48441",64850,62786,2064,3.2,66233,64335,1898,2.9,65960,62350,3610,5.5,67618,64641,2977,4.4,68871,66574,2297,3.3
"2731","48443",375,362,13,3.5,374,361,13,3.5,379,362,17,4.5,416,401,15,3.6,410,396,14,3.4
"2732","48445",5093,4884,209,4.1,4956,4775,181,3.7,4800,4448,352,7.3,4813,4523,290,6,4653,4460,193,4.1
"2733","48447",695,672,23,3.3,643,619,24,3.7,637,606,31,4.9,987,958,29,2.9,738,715,23,3.1
"2734","48449",12802,12153,649,5.1,12828,12297,531,4.1,13232,12339,893,6.7,13649,12911,738,5.4,13742,13149,593,4.3
"2735","48451",54234,52516,1718,3.2,54178,52539,1639,3,53632,50224,3408,6.4,54900,52235,2665,4.9,55646,53740,1906,3.4
"2736","48453",713786,693275,20511,2.9,731331,712144,19187,2.6,735013,688176,46837,6.4,778563,747009,31554,4.1,822494,799306,23188,2.8
"2737","48455",5276,5002,274,5.2,5253,5003,250,4.8,5295,4864,431,8.1,5390,4997,393,7.3,5359,5078,281,5.2
"2738","48457",6931,6469,462,6.7,7097,6690,407,5.7,7341,6614,727,9.9,7408,6782,626,8.5,7167,6736,431,6
"2739","48459",17543,16802,741,4.2,17852,17190,662,3.7,17485,16136,1349,7.7,17658,16561,1097,6.2,17822,17063,759,4.3
"2740","48461",1568,1514,54,3.4,1642,1593,49,3,1809,1706,103,5.7,1782,1690,92,5.2,2349,2286,63,2.7
"2741","48463",11383,10893,490,4.3,11388,10957,431,3.8,11276,10550,726,6.4,11344,10717,627,5.5,11274,10781,493,4.4
"2742","48465",22257,21388,869,3.9,22693,21935,758,3.3,21485,19690,1795,8.4,22282,20973,1309,5.9,22262,21262,1000,4.5
"2743","48467",25564,24660,904,3.5,25911,25065,846,3.3,26031,24427,1604,6.2,27003,25719,1284,4.8,27865,26897,968,3.5
"2744","48469",42639,40990,1649,3.9,42068,40606,1462,3.5,40843,37435,3408,8.3,41192,38600,2592,6.3,41365,39638,1727,4.2
"2745","48471",23701,22699,1002,4.2,23912,22970,942,3.9,24006,22278,1728,7.2,24081,22574,1507,6.3,23957,22834,1123,4.7
"2746","48473",22972,21985,987,4.3,23965,23065,900,3.8,24400,22538,1862,7.6,24937,23356,1581,6.3,25450,24357,1093,4.3
"2747","48475",6722,6549,173,2.6,7295,7122,173,2.4,6149,5565,584,9.5,5943,5531,412,6.9,6183,5956,227,3.7
"2748","48477",14761,14221,540,3.7,15052,14540,512,3.4,15193,14333,860,5.7,15344,14533,811,5.3,15256,14650,606,4
"2749","48479",115428,111043,4385,3.8,117485,113126,4359,3.7,115889,106060,9829,8.5,116534,109245,7289,6.3,117364,112532,4832,4.1
"2750","48481",21127,20336,791,3.7,21486,20757,729,3.4,21289,19840,1449,6.8,21238,20035,1203,5.7,21416,20602,814,3.8
"2751","48483",2408,2332,76,3.2,2245,2178,67,3,2187,2054,133,6.1,2079,1951,128,6.2,1989,1911,78,3.9
"2752","48485",55946,54026,1920,3.4,55613,53839,1774,3.2,55392,51706,3686,6.7,55714,52752,2962,5.3,55458,53290,2168,3.9
"2753","48487",4941,4734,207,4.2,4911,4736,175,3.6,4898,4611,287,5.9,4938,4614,324,6.6,4832,4596,236,4.9
"2754","48489",6347,5716,631,9.9,6495,5959,536,8.3,6591,5800,791,12,7062,6347,715,10.1,7227,6636,591,8.2
"2755","48491",301919,292610,9309,3.1,316203,307287,8916,2.8,323314,304437,18877,5.8,344045,330223,13822,4,364532,353870,10662,2.9
"2756","48493",24362,23607,755,3.1,24709,24006,703,2.8,24394,22994,1400,5.7,25202,24083,1119,4.4,25982,25135,847,3.3
"2757","48495",3995,3880,115,2.9,4023,3908,115,2.9,3965,3590,375,9.5,3756,3475,281,7.5,3977,3820,157,3.9
"2758","48497",31018,29942,1076,3.5,32039,31006,1033,3.2,32122,30016,2106,6.6,33297,31671,1626,4.9,34311,33106,1205,3.5
"2759","48499",17227,16488,739,4.3,17555,16871,684,3.9,17832,16648,1184,6.6,18184,17155,1029,5.7,18256,17436,820,4.5
"2760","48501",3685,3579,106,2.9,3715,3608,107,2.9,3505,3084,421,12,3303,3052,251,7.6,3286,3153,133,4
"2761","48503",8106,7841,265,3.3,7931,7695,236,3,7732,7323,409,5.3,8125,7754,371,4.6,8083,7806,277,3.4
"2762","48505",5320,5023,297,5.6,5075,4819,256,5,4668,4096,572,12.3,4596,4060,536,11.7,4580,4263,317,6.9
"2763","48507",3535,3193,342,9.7,3321,3041,280,8.4,3391,2906,485,14.3,3286,2878,408,12.4,3395,3104,291,8.6
"2764","49001",3033,2933,100,3.3,2896,2811,85,2.9,2850,2733,117,4.1,2843,2761,82,2.9,2869,2791,78,2.7
"2765","49003",25680,24953,727,2.8,26241,25570,671,2.6,26747,25551,1196,4.5,26993,26317,676,2.5,27662,27039,623,2.3
"2766","49005",63850,62246,1604,2.5,65134,63765,1369,2.1,66154,64163,1991,3,69047,67652,1395,2,71311,69885,1426,2
"2767","49007",8535,8175,360,4.2,8586,8277,309,3.6,8636,8172,464,5.4,8456,8124,332,3.9,8459,8162,297,3.5
"2768","49009",402,385,17,4.2,393,378,15,3.8,413,394,19,4.6,412,397,15,3.6,418,399,19,4.5
"2769","49011",171556,166855,4701,2.7,174500,170376,4124,2.4,176943,169478,7465,4.2,179847,175386,4461,2.5,184220,180239,3981,2.2
"2770","49013",7779,7447,332,4.3,7787,7491,296,3.8,7869,7241,628,8,7777,7400,377,4.8,8057,7800,257,3.2
"2771","49015",4358,4162,196,4.5,4333,4164,169,3.9,4421,4207,214,4.8,4461,4286,175,3.9,4497,4349,148,3.3
"2772","49017",2792,2588,204,7.3,2787,2619,168,6,2665,2387,278,10.4,2790,2611,179,6.4,2936,2763,173,5.9
"2773","49019",6111,5836,275,4.5,6248,6010,238,3.8,6269,5665,604,9.6,6624,6334,290,4.4,7006,6780,226,3.2
"2774","49021",23063,22295,768,3.3,24327,23624,703,2.9,25377,24203,1174,4.6,26538,25774,764,2.9,27805,27125,680,2.4
"2775","49023",5616,5458,158,2.8,5861,5718,143,2.4,5868,5689,179,3.1,6172,6046,126,2,6415,6289,126,2
"2776","49025",3820,3705,115,3,3852,3743,109,2.8,3893,3681,212,5.4,4036,3918,118,2.9,4128,4025,103,2.5
"2777","49027",6257,6065,192,3.1,6076,5917,159,2.6,6052,5852,200,3.3,6064,5917,147,2.4,6252,6110,142,2.3
"2778","49029",5490,5348,142,2.6,5563,5431,132,2.4,5686,5491,195,3.4,5800,5675,125,2.2,5949,5831,118,2
"2779","49031",484,460,24,5,484,462,22,4.5,483,453,30,6.2,484,463,21,4.3,516,495,21,4.1
"2780","49033",1183,1147,36,3,1176,1141,35,3,1168,1127,41,3.5,1280,1251,29,2.3,1251,1220,31,2.5
"2781","49035",625159,607481,17678,2.8,637435,621863,15572,2.4,646307,612465,33842,5.2,656258,637796,18462,2.8,678205,662608,15597,2.3
"2782","49037",5748,5410,338,5.9,5757,5474,283,4.9,5521,4944,577,10.5,5501,5158,343,6.2,5597,5352,245,4.4
"2783","49039",12562,12122,440,3.5,12546,12157,389,3.1,12807,12314,493,3.8,13100,12724,376,2.9,13592,13220,372,2.7
"2784","49041",9952,9619,333,3.3,9813,9519,294,3,9939,9507,432,4.3,10023,9692,331,3.3,10288,9996,292,2.8
"2785","49043",24577,23880,697,2.8,25094,24496,598,2.4,24731,22907,1824,7.4,25054,24324,730,2.9,26233,25670,563,2.1
"2786","49045",33506,32437,1069,3.2,35045,34077,968,2.8,36206,34460,1746,4.8,36943,35866,1077,2.9,38233,37266,967,2.5
"2787","49047",13700,13097,603,4.4,13743,13177,566,4.1,13535,12251,1284,9.5,13534,12785,749,5.5,14112,13606,506,3.6
"2788","49049",301837,293798,8039,2.7,309997,302748,7249,2.3,317902,305575,12327,3.9,332754,324841,7913,2.4,345265,337880,7385,2.1
"2789","49051",15267,14814,453,3,16169,15738,431,2.7,16537,15447,1090,6.6,17021,16529,492,2.9,17806,17394,412,2.3
"2790","49053",74708,72308,2400,3.2,76811,74576,2235,2.9,80398,75986,4412,5.5,84076,81594,2482,3,87269,85075,2194,2.5
"2791","49055",1439,1357,82,5.7,1436,1360,76,5.3,1454,1342,112,7.7,1486,1415,71,4.8,1519,1452,67,4.4
"2792","49057",126036,121920,4116,3.3,128611,124911,3700,2.9,130550,124095,6455,4.9,132170,128305,3865,2.9,135182,131853,3329,2.5
"2793","50001",21325,20819,506,2.4,21205,20767,438,2.1,20443,19498,945,4.6,20413,19804,609,3,20868,20362,506,2.4
"2794","50003",18834,18286,548,2.9,18682,18197,485,2.6,17635,16468,1167,6.6,17320,16512,808,4.7,17636,17072,564,3.2
"2795","50005",15104,14643,461,3.1,14883,14489,394,2.6,14509,13635,874,6,14347,13770,577,4,14641,14184,457,3.1
"2796","50007",99939,98035,1904,1.9,99583,98001,1582,1.6,95851,91279,4572,4.8,95121,92206,2915,3.1,97153,95148,2005,2.1
"2797","50009",2770,2677,93,3.4,2753,2674,79,2.9,2702,2495,207,7.7,2672,2532,140,5.2,2679,2573,106,4
"2798","50011",28375,27710,665,2.3,28303,27716,587,2.1,27268,25858,1410,5.2,27361,26343,1018,3.7,27723,26994,729,2.6
"2799","50013",4188,4063,125,3,4269,4162,107,2.5,4069,3830,239,5.9,4036,3868,168,4.2,4127,3992,135,3.3
"2800","50015",14369,13898,471,3.3,14355,13958,397,2.8,13859,12779,1080,7.8,13728,13134,594,4.3,14058,13587,471,3.4
"2801","50017",16397,15991,406,2.5,16429,16082,347,2.1,15820,14983,837,5.3,15544,15000,544,3.5,15762,15356,406,2.6
"2802","50019",13887,13310,577,4.2,13657,13141,516,3.8,13050,12049,1001,7.7,13042,12388,654,5,13347,12760,587,4.4
"2803","50021",31641,30720,921,2.9,31391,30622,769,2.4,30201,28142,2059,6.8,29597,28260,1337,4.5,29836,28860,976,3.3
"2804","50023",35519,34665,854,2.4,35508,34788,720,2,33871,32201,1670,4.9,33129,32048,1081,3.3,33906,33079,827,2.4
"2805","50025",23119,22508,611,2.6,22640,22128,512,2.3,21616,20143,1473,6.8,20874,19876,998,4.8,21221,20608,613,2.9
"2806","50027",29880,29231,649,2.2,29845,29290,555,1.9,28918,27183,1735,6,28638,27611,1027,3.6,29164,28510,654,2.2
"2807","51001",16815,16169,646,3.8,16643,16057,586,3.5,15933,14858,1075,6.7,15396,14729,667,4.3,15741,15226,515,3.3
"2808","51003",56437,54914,1523,2.7,58151,56725,1426,2.5,56131,53011,3120,5.6,56427,54591,1836,3.3,58180,56633,1547,2.7
"2809","51005",6959,6699,260,3.7,6994,6759,235,3.4,6770,6311,459,6.8,6577,6306,271,4.1,6693,6474,219,3.3
"2810","51007",6233,6028,205,3.3,6345,6147,198,3.1,6094,5727,367,6,6094,5877,217,3.6,6294,6109,185,2.9
"2811","51009",15005,14508,497,3.3,15114,14635,479,3.2,14672,13824,848,5.8,14569,14031,538,3.7,14844,14384,460,3.1
"2812","51011",7148,6886,262,3.7,7243,6995,248,3.4,7077,6655,422,6,7025,6753,272,3.9,7147,6918,229,3.2
"2813","51013",152864,149775,3089,2,154821,151874,2947,1.9,151524,144538,6986,4.6,152740,148157,4583,3,157061,153800,3261,2.1
"2814","51015",36949,35941,1008,2.7,37661,36746,915,2.4,36927,35165,1762,4.8,36931,35792,1139,3.1,38206,37214,992,2.6
"2815","51017",2524,2461,63,2.5,2483,2423,60,2.4,2300,2063,237,10.3,2253,2153,100,4.4,2480,2419,61,2.5
"2816","51019",38429,37247,1182,3.1,38856,37756,1100,2.8,37973,35970,2003,5.3,37852,36550,1302,3.4,38542,37438,1104,2.9
"2817","51021",2844,2754,90,3.2,2851,2772,79,2.8,2794,2630,164,5.9,2751,2656,95,3.5,2803,2722,81,2.9
"2818","51023",17354,16885,469,2.7,17634,17191,443,2.5,17206,16401,805,4.7,17235,16710,525,3,17685,17234,451,2.6
"2819","51025",6023,5724,299,5,6060,5778,282,4.7,5921,5434,487,8.2,5777,5420,357,6.2,5887,5619,268,4.6
"2820","51027",6956,6574,382,5.5,6820,6444,376,5.5,6400,5771,629,9.8,6168,5758,410,6.6,6354,6053,301,4.7
"2821","51029",6338,6053,285,4.5,6546,6276,270,4.1,6292,5812,480,7.6,6308,5982,326,5.2,6452,6198,254,3.9
"2822","51031",25997,25113,884,3.4,26136,25329,807,3.1,25602,24051,1551,6.1,25393,24421,972,3.8,25843,25039,804,3.1
"2823","51033",15207,14675,532,3.5,15248,14761,487,3.2,14944,13903,1041,7,14911,14272,639,4.3,15392,14892,500,3.2
"2824","51035",13343,12859,484,3.6,13328,12856,472,3.5,13129,12013,1116,8.5,12805,12274,531,4.1,12931,12475,456,3.5
"2825","51036",3657,3510,147,4,3679,3553,126,3.4,3513,3271,242,6.9,3505,3353,152,4.3,3606,3494,112,3.1
"2826","51037",5230,5037,193,3.7,5278,5093,185,3.5,5083,4789,294,5.8,5270,5073,197,3.7,5596,5428,168,3
"2827","51041",186885,181386,5499,2.9,190013,184840,5173,2.7,187222,175853,11369,6.1,187364,180538,6826,3.6,193994,188569,5425,2.8
"2828","51043",7532,7312,220,2.9,7690,7502,188,2.4,7429,7076,353,4.8,7486,7252,234,3.1,7687,7491,196,2.5
"2829","51045",2299,2216,83,3.6,2350,2277,73,3.1,2258,2138,120,5.3,2256,2181,75,3.3,2315,2245,70,3
"2830","51047",24379,23673,706,2.9,25092,24447,645,2.6,24715,23451,1264,5.1,24880,24067,813,3.3,25586,24872,714,2.8
"2831","51049",4667,4514,153,3.3,4682,4542,140,3,4576,4288,288,6.3,4607,4410,197,4.3,4794,4633,161,3.4
"2832","51051",4541,4306,235,5.2,4701,4470,231,4.9,4723,4334,389,8.2,4669,4421,248,5.3,4555,4355,200,4.4
"2833","51053",13605,13126,479,3.5,13688,13242,446,3.3,13392,12507,885,6.6,13452,12850,602,4.5,13820,13369,451,3.3
"2834","51057",5528,5316,212,3.8,5524,5329,195,3.5,5457,5065,392,7.2,5430,5173,257,4.7,5507,5318,189,3.4
"2835","51059",629542,613987,15555,2.5,637160,622620,14540,2.3,624147,586488,37659,6,623248,601506,21742,3.5,639598,623827,15771,2.5
"2836","51061",36835,35867,968,2.6,37735,36824,911,2.4,36535,34755,1780,4.9,36720,35614,1106,3,37804,36837,967,2.6
"2837","51063",8142,7919,223,2.7,8268,8058,210,2.5,8092,7669,423,5.2,8246,7987,259,3.1,8485,8272,213,2.5
"2838","51065",13724,13378,346,2.5,14312,13985,327,2.3,13718,12970,748,5.5,13812,13361,451,3.3,14238,13873,365,2.6
"2839","51067",26289,25475,814,3.1,26544,25772,772,2.9,25984,24518,1466,5.6,25924,24999,925,3.6,26517,25735,782,2.9
"2840","51069",47549,46301,1248,2.6,48777,47603,1174,2.4,49136,46783,2353,4.8,49819,48360,1459,2.9,51483,50233,1250,2.4
"2841","51071",7867,7603,264,3.4,7939,7683,256,3.2,7743,7242,501,6.5,7827,7555,272,3.5,8121,7866,255,3.1
"2842","51073",19562,19032,530,2.7,19711,19209,502,2.5,19181,18100,1081,5.6,19188,18539,649,3.4,19534,19003,531,2.7
"2843","51075",11170,10836,334,3,11475,11162,313,2.7,11351,10786,565,5,11440,11088,352,3.1,11858,11535,323,2.7
"2844","51077",7698,7463,235,3.1,8099,7868,231,2.9,7974,7499,475,6,7768,7504,264,3.4,8048,7836,212,2.6
"2845","51079",10349,10086,263,2.5,10627,10380,247,2.3,10296,9740,556,5.4,10344,10034,310,3,10661,10404,257,2.4
"2846","51081",4389,4228,161,3.7,4298,4153,145,3.4,4235,3941,294,6.9,4303,4094,209,4.9,4352,4187,165,3.8
"2847","51083",15215,14589,626,4.1,15614,15006,608,3.9,15091,13991,1100,7.3,15019,14305,714,4.8,15409,14812,597,3.9
"2848","51085",59022,57471,1551,2.6,59603,58169,1434,2.4,57676,54782,2894,5,57957,56232,1725,3,60172,58700,1472,2.4
"2849","51087",181509,176032,5477,3,183127,178033,5094,2.8,180336,168231,12105,6.7,179815,172692,7123,4,185715,180462,5253,2.8
"2850","51089",23768,22882,886,3.7,23847,23056,791,3.3,23636,21768,1868,7.9,23624,22519,1105,4.7,23815,22997,818,3.4
"2851","51091",1260,1225,35,2.8,1255,1222,33,2.6,1225,1177,48,3.9,1241,1205,36,2.9,1399,1367,32,2.3
"2852","51093",19427,18849,578,3,19652,19108,544,2.8,19268,18259,1009,5.2,19379,18706,673,3.5,19716,19164,552,2.8
"2853","51095",36646,35579,1067,2.9,36914,35941,973,2.6,36839,34213,2626,7.1,36503,35061,1442,4,37036,35960,1076,2.9
"2854","51097",3866,3748,118,3.1,3882,3774,108,2.8,3853,3650,203,5.3,3847,3725,122,3.2,3947,3843,104,2.6
"2855","51099",13249,12855,394,3,13510,13152,358,2.6,13789,13148,641,4.6,14028,13617,411,2.9,14416,14045,371,2.6
"2856","51101",9119,8849,270,3,9279,9030,249,2.7,9238,8728,510,5.5,9282,8972,310,3.3,9589,9334,255,2.7
"2857","51103",5314,5081,233,4.4,5421,5189,232,4.3,5331,4928,403,7.6,5273,4992,281,5.3,5418,5224,194,3.6
"2858","51105",8341,7997,344,4.1,8333,7998,335,4,8252,7704,548,6.6,8088,7756,332,4.1,8222,7911,311,3.8
"2859","51107",220513,215012,5501,2.5,227523,222301,5222,2.3,225807,213383,12424,5.5,225653,218649,7004,3.1,232532,226976,5556,2.4
"2860","51109",19841,19285,556,2.8,20162,19626,536,2.7,19884,18809,1075,5.4,20142,19459,683,3.4,20876,20309,567,2.7
"2861","51111",5342,5169,173,3.2,5338,5170,168,3.1,5221,4936,285,5.5,5111,4915,196,3.8,5198,5019,179,3.4
"2862","51113",7302,7123,179,2.5,7463,7299,164,2.2,7286,6998,288,4,7401,7215,186,2.5,7586,7417,169,2.2
"2863","51115",4139,4014,125,3,4184,4065,119,2.8,3993,3788,205,5.1,4009,3882,127,3.2,4096,3979,117,2.9
"2864","51117",12719,12199,520,4.1,12717,12213,504,4,12601,11715,886,7,12566,11970,596,4.7,13107,12637,470,3.6
"2865","51119",5253,5110,143,2.7,5280,5146,134,2.5,5122,4851,271,5.3,5144,4969,175,3.4,5315,5169,146,2.7
"2866","51121",50065,48582,1483,3,50598,49190,1408,2.8,48776,46362,2414,4.9,49876,48372,1504,3,51961,50525,1436,2.8
"2867","51125",7349,7120,229,3.1,7572,7365,207,2.7,7186,6764,422,5.9,7232,6977,255,3.5,7396,7191,205,2.8
"2868","51127",12447,12108,339,2.7,12882,12579,303,2.4,12682,12085,597,4.7,12790,12410,380,3,13258,12941,317,2.4
"2869","51131",5406,5112,294,5.4,5463,5221,242,4.4,5391,4956,435,8.1,5432,5147,285,5.2,5536,5342,194,3.5
"2870","51133",5563,5315,248,4.5,5687,5444,243,4.3,5631,5258,373,6.6,5547,5278,269,4.8,5584,5362,222,4
"2871","51135",7241,7017,224,3.1,7303,7103,200,2.7,7157,6781,376,5.3,7119,6857,262,3.7,7245,7023,222,3.1
"2872","51137",17084,16565,519,3,17429,16911,518,3,17042,16047,995,5.8,17180,16553,627,3.6,17595,17071,524,3
"2873","51139",11940,11439,501,4.2,12079,11618,461,3.8,11957,11048,909,7.6,12020,11464,556,4.6,12215,11801,414,3.4
"2874","51141",7465,7175,290,3.9,7395,7142,253,3.4,7194,6684,510,7.1,7142,6823,319,4.5,7166,6909,257,3.6
"2875","51143",30612,29521,1091,3.6,30169,29168,1001,3.3,29796,27807,1989,6.7,29678,28488,1190,4,30176,29229,947,3.1
