"","county_fips","DEMOCRAT","REPUBLICAN","LIBERTARIAN","total_votes","Perc_Dem","Perc_Rep","Perc_Lib"
"539",16059,674,2690,33,3397,19.8410362084192,79.187518398587,0.971445392993818
"540",16061,176,1097,2,1275,13.8039215686274,86.0392156862745,0.156862745098039
"541",16063,221,978,12,1211,18.2493806771263,80.7597027250206,0.990916597853014
"542",16065,972,6533,57,7562,12.8537423961915,86.3924887595874,0.753768844221105
"543",16067,592,3623,32,4247,13.9392512361667,85.3072757240405,0.753473039792795
"544",16069,3628,8986,93,12707,28.5511922562367,70.716927677658,0.731880066105296
"545",16071,117,1330,11,1458,8.02469135802469,91.2208504801097,0.754458161865569
"546",16073,411,2376,39,2826,14.5435244161359,84.0764331210191,1.38004246284501
"547",16075,1079,5509,39,6627,16.2818771691565,83.1296212464162,0.588501584427343
"548",16077,420,1428,18,1866,22.508038585209,76.5273311897106,0.964630225080386
"549",16079,1005,2858,31,3894,25.808936825886,73.3949666153056,0.796096558808423
"550",16081,2375,2100,32,4507,52.6958065231861,46.5941868205014,0.710006656312403
"551",16083,4780,14914,180,19874,24.0515246050116,75.0427694475194,0.905705947469055
"552",16085,1974,2829,37,4840,40.7851239669422,58.4504132231405,0.764462809917355
"553",16087,564,2894,21,3479,16.211555044553,83.1848232250647,0.603621730382294
"554",17141,NA,12105,377,NA,NA,NA,NA
"555",17103,NA,7113,204,NA,NA,NA,NA
"556",17151,NA,1265,24,NA,NA,NA,NA
"557",17179,NA,31135,1067,NA,NA,NA,NA
"558",17173,NA,7177,186,NA,NA,NA,NA
"559",17109,NA,5434,159,NA,NA,NA,NA
"560",17125,NA,3135,93,NA,NA,NA,NA
"561",17053,NA,3621,127,NA,NA,NA,NA
"562",17085,NA,5355,167,NA,NA,NA,NA
"563",17015,NA,3804,110,NA,NA,NA,NA
"564",17117,NA,11025,346,NA,NA,NA,NA
"565",17021,NA,8222,330,NA,NA,NA,NA
"566",17177,NA,9393,337,NA,NA,NA,NA
"567",17083,NA,6402,210,NA,NA,NA,NA
"568",17041,NA,4529,121,NA,NA,NA,NA
"569",17167,NA,39389,2220,NA,NA,NA,NA
"570",17075,NA,8018,198,NA,NA,NA,NA
"571",17139,NA,3694,108,NA,NA,NA,NA
"572",17135,NA,6954,228,NA,NA,NA,NA
"573",17147,NA,4657,175,NA,NA,NA,NA
"574",17013,NA,1485,57,NA,NA,NA,NA
"575",17199,NA,16665,380,NA,NA,NA,NA
"576",17067,NA,5177,150,NA,NA,NA,NA
"577",17107,NA,6508,273,NA,NA,NA,NA
"578",17165,NA,5554,135,NA,NA,NA,NA
"579",17003,NA,930,13,NA,NA,NA,NA
"580",17105,NA,9020,224,NA,NA,NA,NA
"581",17027,NA,10662,255,NA,NA,NA,NA
"582",17089,NA,68771,2693,NA,NA,NA,NA
"583",17195,NA,10792,380,NA,NA,NA,NA
"584",17189,NA,4424,114,NA,NA,NA,NA
"585",17029,NA,10270,293,NA,NA,NA,NA
"586",17153,NA,1231,25,NA,NA,NA,NA
"587",17005,NA,4193,139,NA,NA,NA,NA
"588",17183,NA,14135,382,NA,NA,NA,NA
"589",17057,NA,7009,313,NA,NA,NA,NA
"590",17175,NA,1499,69,NA,NA,NA,NA
"591",17123,NA,2997,100,NA,NA,NA,NA
"592",17011,NA,7429,213,NA,NA,NA,NA
"593",17017,NA,2581,91,NA,NA,NA,NA
"594",17039,NA,4152,144,NA,NA,NA,NA
"595",17091,NA,19522,767,NA,NA,NA,NA
"596",17009,NA,1475,28,NA,NA,NA,NA
"597",17023,NA,4745,91,NA,NA,NA,NA
"598",17193,NA,4316,88,NA,NA,NA,NA
"599",17187,NA,3545,111,NA,NA,NA,NA
"600",17185,NA,3083,57,NA,NA,NA,NA
