,state,county_fips,county_name,democratic,republican,independent,people.s.party,libertarian,green,nonpartisan,none,INT,american.delta,OTHER,NOPTY,unknown,BOT,other,other.party,unaffiliated,unenrolled,Nonpartisan,NP,republican.democratic,democratic.republican,independent.republican,conservative,independence,non.partisan,Sick.of.Scandals.Party,american.party.of.south.carolina,constitution,working.families,non.partisan.1,no.affiliation,total_votes,percent_democratic,percent_republican
33,Alabama,1065,Hale County,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,3.1304347826087,1.39130434782609
34,Alabama,1067,Henry County,35,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,2.98126064735945,2.81090289608177
35,Alabama,1069,Houston County,39,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,3.19672131147541,5.49180327868852
36,Alabama,1071,Jackson County,156,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,10.4208416833667,15.6312625250501
37,Alabama,1073,Jefferson County,732,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297,31.8676534610361,19.8084457988681
38,Alabama,1075,Lamar County,71,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,5.42398777692895,9.54927425515661
39,Alabama,1077,Lauderdale County,171,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,11.4688128772636,13.682092555332
40,Alabama,1079,Lawrence County,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,6.43642072213501,5.72998430141287
41,Alabama,1081,Lee County,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,2.07986688851913,4.5757071547421
42,Alabama,1083,Limestone County,35,89,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,2.77337559429477,7.05229793977813
43,Alabama,1085,Lowndes County,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,3.5472972972973,1.18243243243243
44,Alabama,1087,Macon County,57,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,4.64547677261614,1.3039934800326
45,Alabama,1089,Madison County,125,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,8.32778147901399,16.1225849433711
46,Alabama,1091,Marengo County,50,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,4.09500409500409,2.12940212940213
47,Alabama,1093,Marion County,22,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,1.78137651821862,5.91093117408907
48,Alabama,1095,Marshall County,32,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,2.46723207401696,9.40632228218967
49,Alabama,1097,Mobile County,449,893,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,18.0176565008026,35.8346709470305
50,Alabama,1099,Monroe County,118,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,9.00763358778626,3.2824427480916
51,Alabama,1101,Montgomery County,299,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,17.7553444180523,13.8361045130641
52,Alabama,1103,Morgan County,42,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2.95983086680761,15.6448202959831
53,Alabama,1105,Perry County,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,2.41465445462115,1.16569525395504
54,Alabama,1107,Pickens County,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,3.43137254901961,1.7156862745098
55,Alabama,1109,Pike County,76,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,5.78386605783866,5.63165905631659
56,Alabama,1111,Randolph County,106,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,7.57684060042888,9.00643316654753
57,Alabama,1113,Russell County,66,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,5.0965250965251,4.16988416988417
58,Alabama,1115,St. Clair County,32,192,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,2.19028062970568,13.1416837782341
59,Alabama,1117,Shelby County,60,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,4.07885791978246,15.9755268524813
60,Alabama,1119,Sumter County,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,2.92682926829268,1.21951219512195
61,Alabama,1121,Talladega County,52,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,3.96341463414634,5.94512195121951
62,Alabama,1123,Tallapoosa County,54,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,4.04191616766467,5.91317365269461
63,Alabama,1125,Tuscaloosa County,94,123,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,6.57802659202239,8.6074177746676
64,Alabama,1127,Walker County,61,253,86,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,3.57142857142857,14.8126463700234
65,Alabama,1129,Washington County,89,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,6.58284023668639,4.51183431952663
66,Alabama,1131,Wilcox County,122,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,9.00369003690037,2.65682656826568
67,Alabama,1133,Winston County,26,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,1.8978102189781,10.2919708029197
68,Arizona,4001,Apache County,1980,810,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929,28.5755520277096,11.6899985567903
69,Arizona,4003,Cochise County,687,1470,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6376,10.7747804265997,23.0552070263488
70,Arizona,4005,Coconino County,3105,1260,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8885,34.946539110861,14.1812042768711
71,Arizona,4007,Gila County,435,1101,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731,7.59029837724655,19.2113069272378
72,Arizona,4009,Graham County,354,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963,7.13278259117469,10.6387265766673
73,Arizona,4011,Greenlee County,150,96,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432,3.38447653429603,2.16606498194946
74,Arizona,4012,La Paz County,171,330,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,3.70611183355007,7.15214564369311
75,Arizona,4013,Maricopa County,5436,7618,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17214,31.578947368421,44.2546764261647
76,Arizona,4015,Mohave County,171,729,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,3.42410893071686,14.5975170204245
77,Arizona,4017,Navajo County,615,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,12.2048025401865,6.54891843619766
78,Arizona,4019,Pima County,6597,5085,744,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18467,35.7231818920236,27.5356040504684
79,Arizona,4021,Pinal County,1720,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,17.3737373737374,41.2121212121212
80,Arizona,4023,Santa Cruz County,1080,450,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5713,18.9042534570278,7.8767722737616
81,Arizona,4025,Yavapai County,360,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326,5.69079987353778,29.4024660132785
