ID,Name,State,avg_temp,anomaly_1901-2000,Rank,Mean_1901-2000,fips,
VA-067,Franklin County,Virginia,57.1,2,122,55.2,50019,
VA-069,Frederick County,Virginia,54.3,2.3,121,51.9,50021,
VA-071,Giles County,Virginia,53.2,1.7,121,51.6,50023,
VA-073,Gloucester County,Virginia,60.3,2.3,121,58,50025,
VA-075,Goochland County,Virginia,58.1,2,121,56.1,50027,
VA-077,Grayson County,Virginia,51.7,2,120,49.7,51001,
VA-079,Greene County,Virginia,56,3,121,53.1,51003,
VA-081,Greensville County,Virginia,60.4,2.4,121,58,51005,
VA-083,Halifax County,Virginia,58.7,2.2,121,56.5,51007,
VA-085,Hanover County,Virginia,58.5,1.9,121,56.6,51009,
VA-087,Henrico County,Virginia,59.3,1.8,122,57.5,51011,
VA-089,Henry County,Virginia,58.1,1.8,122,56.3,51013,
VA-091,Highland County,Virginia,50.4,1.9,122,48.4,51015,
VA-093,Isle of Wight County,Virginia,61,2.2,122,58.7,51017,
VA-095,James City County,Virginia,60.7,2.3,121,58.3,51019,
VA-097,King and Queen County,Virginia,59.1,2,121,57.1,51021,
VA-099,King George County,Virginia,58.8,2.9,121,55.9,51023,
VA-101,King William County,Virginia,59.1,2,121,57.2,51025,
VA-103,Lancaster County,Virginia,59.2,2.1,121,57.1,51027,
VA-105,Lee County,Virginia,55.8,0.9,113,54.8,51029,
VA-107,Loudoun County,Virginia,56,2.8,121,53.2,51031,
VA-109,Louisa County,Virginia,57.4,2.2,121,55.2,51033,
VA-111,Lunenburg County,Virginia,58.8,2.3,121,56.5,51035,
VA-113,Madison County,Virginia,55.7,2.8,121,52.9,51036,
VA-115,Mathews County,Virginia,60.3,2.4,121,57.9,51037,
VA-117,Mecklenburg County,Virginia,59.4,2.3,121,57.1,51041,
VA-119,Middlesex County,Virginia,59.6,2.1,122,57.5,51043,
VA-121,Montgomery County,Virginia,54.5,1.9,121,52.6,51045,
VA-125,Nelson County,Virginia,56.2,2.2,121,54,51047,
VA-127,New Kent County,Virginia,59.7,1.9,121,57.7,51049,
VA-131,Northampton County,Virginia,60.3,2.6,121,57.7,51051,
VA-133,Northumberland County,Virginia,58.8,2.3,121,56.6,51053,
VA-135,Nottoway County,Virginia,59.1,2.4,121,56.6,51057,
VA-137,Orange County,Virginia,57.1,2.5,121,54.6,51059,
VA-139,Page County,Virginia,54.3,2.7,121,51.5,51061,
VA-141,Patrick County,Virginia,56.2,1.8,120,54.4,51063,
VA-143,Pittsylvania County,Virginia,58.1,1.8,121,56.3,51065,
VA-145,Powhatan County,Virginia,58.6,2,121,56.5,51067,
VA-147,Prince Edward County,Virginia,58.3,2.3,121,56,51069,
VA-149,Prince George County,Virginia,60.4,2,121,58.4,51071,
VA-153,Prince William County,Virginia,57.7,3.2,121,54.5,51073,
VA-155,Pulaski County,Virginia,54.2,2,121,52.3,51075,
VA-157,Rappahannock County,Virginia,54.9,2.6,121,52.3,51077,
VA-159,Richmond County,Virginia,58.7,2,123,56.7,51079,
VA-161,Roanoke County,Virginia,56,1.7,121,54.3,51081,
VA-163,Rockbridge County,Virginia,55,1.6,121,53.5,51083,
VA-165,Rockingham County,Virginia,54.2,2.7,121,51.6,51085,
VA-167,Russell County,Virginia,54.8,1.9,122,52.8,51087,
VA-169,Scott County,Virginia,56.4,1.5,122,54.9,51089,
VA-171,Shenandoah County,Virginia,54.4,2.5,121,51.9,51091,
VA-173,Smyth County,Virginia,53.1,2.1,122,51,51093,
VA-175,Southampton County,Virginia,60.6,2.2,121,58.4,51095,
VA-177,Spotsylvania County,Virginia,57.2,2.4,121,54.8,51097,
VA-179,Stafford County,Virginia,58.1,3.2,121,54.9,51099,
VA-181,Surry County,Virginia,60.8,2.4,121,58.5,51101,
VA-183,Sussex County,Virginia,60.4,2.4,121,58.1,51103,
VA-185,Tazewell County,Virginia,52.5,1.8,121,50.7,51105,
VA-187,Warren County,Virginia,54.6,2.4,121,52.2,51107,
VA-191,Washington County,Virginia,55.4,2.1,122,53.4,51109,
VA-193,Westmoreland County,Virginia,58.7,2.3,122,56.4,51111,
VA-195,Wise County,Virginia,53.8,1.1,118,52.7,51113,
VA-197,Wythe County,Virginia,53.3,2,121,51.4,51115,
VA-199,York County,Virginia,61,2.4,121,58.6,51117,
VA-510,Alexandria City,Virginia,58.3,2.9,121,55.4,51119,
VA-520,Bristol City,Virginia,57,2.1,122,54.9,51121,
VA-530,Buena Vista City,Virginia,56.3,1.6,121,54.7,51125,
VA-540,Charlottesville City,Virginia,57.9,2.7,121,55.2,51127,
VA-550,Chesapeake City,Virginia,61.4,2.6,121,58.8,51131,
VA-570,Colonial Heights City,Virginia,59.9,1.7,121,58.2,51133,
VA-580,Covington City,Virginia,55.2,1.2,115,54,51135,
VA-590,Danville City,Virginia,59,1.5,121,57.5,51137,
VA-595,Emporia City,Virginia,60.5,2.4,121,58.1,51139,
VA-600,Fairfax City,Virginia,57,2.8,121,54.2,51141,
VA-610,Falls Church City,Virginia,57.1,2.7,121,54.4,51143,
VA-620,Franklin City,Virginia,60.6,2.1,121,58.5,51145,
VA-630,Fredericksburg City,Virginia,57.9,2.9,121,55,51147,
VA-640,Galax City,Virginia,53.7,2.1,120,51.6,51149,
VA-650,Hampton City,Virginia,61.6,2.5,122,59.1,51153,
VA-660,Harrisonburg City,Virginia,55.4,2.7,121,52.7,51155,
VA-670,Hopewell City,Virginia,60.2,1.7,121,58.6,51157,
VA-680,Lynchburg City,Virginia,57.7,2.5,121,55.2,51159,
VA-683,Manassas City,Virginia,57.5,3.1,121,54.4,51161,
VA-685,Manassas Park City,Virginia,57.5,3.1,121,54.4,51163,
VA-690,Martinsville City,Virginia,58.1,1.8,121,56.3,51165,
VA-700,Newport News City,Virginia,61.4,2.4,121,59,51167,
VA-710,Norfolk City,Virginia,62.1,2.8,121,59.3,51169,
VA-720,Norton City,Virginia,53.8,1.1,117,52.7,51171,
VA-730,Petersburg City,Virginia,60,1.9,121,58.1,51173,
VA-735,Poquoson City,Virginia,61.5,2.5,122,59,51175,
VA-740,Portsmouth City,Virginia,62,2.5,121,59.5,51177,
VA-750,Radford City,Virginia,54.7,2,121,52.8,51179,
VA-760,Richmond City,Virginia,59.2,1.8,122,57.4,51181,
VA-770,Roanoke City,Virginia,57.5,1.7,121,55.7,51183,
VA-775,Salem City,Virginia,57.4,1.8,121,55.6,51185,
VA-790,Staunton City,Virginia,55.1,2.2,121,52.9,51187,
VA-800,Suffolk City,Virginia,60.9,2.1,121,58.8,51191,
VA-810,Virginia Beach City,Virginia,61.7,2.8,121,58.9,51193,
VA-820,Waynesboro City,Virginia,55.4,2.4,121,53.1,51195,
VA-830,Williamsburg City,Virginia,60.7,2.5,121,58.2,51197,
VA-840,Winchester City,Virginia,54.7,2.4,121,52.3,51199,
WA-001,Adams County,Washington,50,1.6,119,48.4,51510,
WA-003,Asotin County,Washington,49.3,2.3,120,47,51515,
WA-005,Benton County,Washington,53.1,1.5,120,51.6,51520,
WA-007,Chelan County,Washington,43.9,1.7,119,42.2,51530,
WA-009,Clallam County,Washington,48,1.4,119,46.6,51540,
WA-011,Clark County,Washington,52.5,1.7,119,50.8,51550,
WA-013,Columbia County,Washington,48.8,2.1,120,46.7,51570,
WA-015,Cowlitz County,Washington,50.4,1.8,119,48.7,51580,
WA-017,Douglas County,Washington,48.4,1.4,114,47,51590,
WA-019,Ferry County,Washington,43.5,1.4,112,42.1,51595,
WA-021,Franklin County,Washington,52.5,1.8,120,50.7,51600,
WA-023,Garfield County,Washington,49.2,2.2,119,47,51610,
WA-025,Grant County,Washington,51.2,1.7,120,49.5,51620,
WA-027,Grays Harbor County,Washington,50.4,1.2,112,49.2,51630,
WA-029,Island County,Washington,51.4,1.5,120,49.9,51640,
WA-031,Jefferson County,Washington,46.3,1.3,120,44.9,51650,
WA-033,King County,Washington,48.5,1.5,121,46.9,51660,
WA-035,Kitsap County,Washington,52.3,1.7,121,50.6,51670,
WA-037,Kittitas County,Washington,46,1.8,119,44.2,51678,
WA-039,Klickitat County,Washington,49.5,2.1,122,47.4,51680,
WA-041,Lewis County,Washington,48,1.3,113,46.8,51683,
WA-043,Lincoln County,Washington,47,0.8,97,46.3,51685,
WA-045,Mason County,Washington,49.8,1.6,119,48.3,51690,
WA-047,Okanogan County,Washington,43.4,1.6,117,41.8,51700,
WA-049,Pacific County,Washington,50.7,1.3,113,49.4,51710,
WA-051,Pend Oreille County,Washington,43.1,1.7,119,41.4,51720,
WA-053,Pierce County,Washington,47.7,1.6,120,46.1,51730,
WA-055,San Juan County,Washington,51.1,1.3,120,49.7,51735,
WA-057,Skagit County,Washington,46.5,1.4,117,45.1,51740,
WA-059,Skamania County,Washington,46.5,2,122,44.5,51750,
WA-061,Snohomish County,Washington,46.9,1.2,115,45.7,51760,
WA-063,Spokane County,Washington,47.9,2,120,45.9,51770,
WA-065,Stevens County,Washington,45.6,1.5,115,44.1,51775,
WA-067,Thurston County,Washington,51.3,1,109,50.3,51790,
WA-069,Wahkiakum County,Washington,50.8,1.6,120,49.2,51800,
WA-071,Walla Walla County,Washington,53.1,1.8,120,51.3,51810,
WA-073,Whatcom County,Washington,45.1,1.6,120,43.5,51820,
WA-075,Whitman County,Washington,49.8,1.9,119,47.9,51830,
WA-077,Yakima County,Washington,47.5,2,121,45.5,51840,
WV-001,Barbour County,West Virginia,53.5,2.8,122,50.7,53001,
WV-003,Berkeley County,West Virginia,54.6,2.5,121,52.1,53003,
WV-005,Boone County,West Virginia,55.8,1.7,122,54.1,53005,
WV-007,Braxton County,West Virginia,55.1,2.1,122,53.1,53007,
WV-009,Brooke County,West Virginia,52.5,1.8,121,50.7,53009,
WV-011,Cabell County,West Virginia,56.5,1.9,121,54.5,53011,
WV-013,Calhoun County,West Virginia,54.9,2,121,52.9,53013,
WV-015,Clay County,West Virginia,55.4,1.9,121,53.5,53015,
WV-017,Doddridge County,West Virginia,54.3,2.2,121,52,53017,
WV-019,Fayette County,West Virginia,53.4,1.6,121,51.8,53019,
WV-021,Gilmer County,West Virginia,55,2.2,121,52.8,53021,
WV-023,Grant County,West Virginia,52.1,2.1,121,49.9,53023,
WV-025,Greenbrier County,West Virginia,51.4,1.9,121,49.5,53025,
WV-027,Hampshire County,West Virginia,53.5,1.9,121,51.6,53027,
WV-029,Hancock County,West Virginia,51.6,1.3,118,50.4,53029,
WV-031,Hardy County,West Virginia,53,2.1,121,50.9,53031,
WV-033,Harrison County,West Virginia,54.4,2.6,121,51.9,53033,
WV-035,Jackson County,West Virginia,55.3,1.8,121,53.5,53035,
WV-037,Jefferson County,West Virginia,55,2.5,121,52.6,53037,
WV-039,Kanawha County,West Virginia,56.1,1.7,122,54.3,53039,
WV-041,Lewis County,West Virginia,54.9,2.6,122,52.3,53041,
WV-043,Lincoln County,West Virginia,56.9,1.9,122,54.9,53043,
WV-045,Logan County,West Virginia,56.3,1.6,121,54.7,53045,
WV-047,McDowell County,West Virginia,54.6,1.5,121,53.1,53047,
WV-049,Marion County,West Virginia,53.6,2,121,51.5,53049,
WV-051,Marshall County,West Virginia,52.7,1.7,121,51,53051,
WV-053,Mason County,West Virginia,55.1,1.2,120,53.8,53053,
WV-055,Mercer County,West Virginia,52.5,1,115,51.5,53055,
WV-057,Mineral County,West Virginia,53.5,1.7,121,51.8,53057,
WV-059,Mingo County,West Virginia,56.8,1.6,121,55.2,53059,
WV-061,Monongalia County,West Virginia,52.8,1.8,121,51,53061,
WV-063,Monroe County,West Virginia,53.3,1.7,121,51.6,53063,
WV-065,Morgan County,West Virginia,53.9,2.2,121,51.7,53065,
WV-067,Nicholas County,West Virginia,52.9,2,121,51,53067,
WV-069,Ohio County,West Virginia,52.6,1.9,121,50.6,53069,
WV-071,Pendleton County,West Virginia,51.4,2.4,121,49.1,53071,
WV-073,Pleasants County,West Virginia,54.3,2.1,120,52.2,53073,
WV-075,Pocahontas County,West Virginia,48.5,1.7,121,46.8,53075,
WV-077,Preston County,West Virginia,51,2.1,121,48.8,53077,
WV-079,Putnam County,West Virginia,56.3,1.9,122,54.3,54001,
WV-081,Raleigh County,West Virginia,53,1.6,121,51.4,54003,
WV-083,Randolph County,West Virginia,49.7,2.5,122,47.1,54005,
WV-085,Ritchie County,West Virginia,54.5,2.2,121,52.3,54007,
WV-087,Roane County,West Virginia,55.1,1.8,121,53.3,54009,
WV-089,Summers County,West Virginia,53.8,1.6,121,52.2,54011,
WV-091,Taylor County,West Virginia,53.7,2.2,121,51.5,54013,
WV-093,Tucker County,West Virginia,49.8,2.8,122,47,54015,
WV-095,Tyler County,West Virginia,54,1.9,121,52,54017,
WV-097,Upshur County,West Virginia,53.5,2.7,122,50.8,54019,
WV-099,Wayne County,West Virginia,56.8,2,121,54.8,54021,
WV-101,Webster County,West Virginia,51.2,1.6,122,49.6,54023,
WV-103,Wetzel County,West Virginia,53.2,1.8,122,51.4,54025,
WV-105,Wirt County,West Virginia,54.8,2,121,52.8,54027,
WV-107,Wood County,West Virginia,55,2.1,121,52.9,54029,
WV-109,Wyoming County,West Virginia,54.4,1.5,120,52.9,54031,
WI-001,Adams County,Wisconsin,45.2,1.8,108,43.5,54033,
WI-003,Ashland County,Wisconsin,40,1,96,39,54035,
WI-005,Barron County,Wisconsin,42.1,1.1,94,41.1,54037,
WI-007,Bayfield County,Wisconsin,40.5,1.4,102,39,54039,
WI-009,Brown County,Wisconsin,45.4,2.5,119,42.9,54041,
WI-011,Buffalo County,Wisconsin,45.3,1.4,102,44,54043,
WI-013,Burnett County,Wisconsin,42,1.4,97,40.6,54045,
WI-015,Calumet County,Wisconsin,45.7,2.3,117,43.5,54047,
WI-017,Chippewa County,Wisconsin,43,1.2,97,41.9,54049,
WI-019,Clark County,Wisconsin,43.3,1.8,112,41.5,54051,
WI-021,Columbia County,Wisconsin,46.5,1.8,112,44.7,54053,
WI-023,Crawford County,Wisconsin,46.8,1.1,104,45.7,54055,
WI-025,Dane County,Wisconsin,47.2,1.7,115,45.5,54057,
WI-027,Dodge County,Wisconsin,45.9,1,99,44.9,54059,
WI-029,Door County,Wisconsin,43.9,1.4,103,42.5,54061,
WI-031,Douglas County,Wisconsin,40.5,1.5,100,39,54063,
WI-033,Dunn County,Wisconsin,44,1.3,104,42.7,54065,
WI-035,Eau Claire County,Wisconsin,44.1,1.7,106,42.5,54067,
WI-037,Florence County,Wisconsin,40.5,1.6,102,38.8,54069,
WI-039,Fond du Lac County,Wisconsin,45.8,1.7,115,44.1,54071,
WI-041,Forest County,Wisconsin,39.7,1.1,96,38.6,54073,
WI-043,Grant County,Wisconsin,47.1,0.8,96,46.2,54075,
WI-045,Green County,Wisconsin,47.5,1.4,107,46.1,54077,
WI-047,Green Lake County,Wisconsin,45.9,1.5,109,44.3,54079,
WI-049,Iowa County,Wisconsin,46.7,1.4,107,45.3,54081,
WI-051,Iron County,Wisconsin,39.1,0.7,87,38.4,54083,
WI-053,Jackson County,Wisconsin,44.6,1.9,109,42.7,54085,
WI-055,Jefferson County,Wisconsin,47.3,1.3,109,46,54087,
WI-057,Juneau County,Wisconsin,45,1.6,106,43.5,54089,
WI-059,Kenosha County,Wisconsin,48.5,1.4,117,47.1,54091,
WI-061,Kewaunee County,Wisconsin,44.9,2.2,116,42.7,54093,
WI-063,La Crosse County,Wisconsin,45.9,1.4,106,44.5,54095,
WI-065,Lafayette County,Wisconsin,47.1,1.2,103,45.9,54097,
WI-067,Langlade County,Wisconsin,40.9,1.5,100,39.4,54099,
WI-069,Lincoln County,Wisconsin,41.2,1.3,100,39.9,54101,
WI-071,Manitowoc County,Wisconsin,45.5,2.2,118,43.3,54103,
WI-073,Marathon County,Wisconsin,42.9,1.8,109,41,54105,
WI-075,Marinette County,Wisconsin,42.6,1.3,100,41.3,54107,
WI-077,Marquette County,Wisconsin,45.9,1.7,108,44.2,54109,
WI-078,Menominee County,Wisconsin,43.1,2,108,41.1,55001,
WI-079,Milwaukee County,Wisconsin,48.2,1.9,119,46.3,55003,
WI-081,Monroe County,Wisconsin,44.3,1,94,43.3,55005,
WI-083,Oconto County,Wisconsin,43.4,1.7,104,41.8,55007,
WI-085,Oneida County,Wisconsin,39.8,0.8,91,39,55009,
WI-087,Outagamie County,Wisconsin,45.5,2.3,115,43.2,55011,
WI-089,Ozaukee County,Wisconsin,46.7,1.7,114,45.1,55013,
WI-091,Pepin County,Wisconsin,45,1.1,102,43.9,55015,
WI-093,Pierce County,Wisconsin,44,0.7,89,43.3,55017,
WI-095,Polk County,Wisconsin,42.8,1.3,96,41.5,55019,
WI-097,Portage County,Wisconsin,44.3,1.9,113,42.4,55021,
WI-099,Price County,Wisconsin,40.2,1.1,98,39.1,55023,
WI-101,Racine County,Wisconsin,48.1,1.4,114,46.7,55025,
WI-103,Richland County,Wisconsin,46.4,1.3,109,45.1,55027,
WI-105,Rock County,Wisconsin,47.9,1.2,108,46.6,55029,
WI-107,Rusk County,Wisconsin,41.7,0.9,95,40.7,55031,
WI-109,St. Croix County,Wisconsin,43.7,1.1,96,42.6,55033,
WI-111,Sauk County,Wisconsin,46.3,1.7,109,44.6,55035,
WI-113,Sawyer County,Wisconsin,40.6,1.4,101,39.1,55037,
WI-115,Shawano County,Wisconsin,44.1,2.3,116,41.8,55039,
WI-117,Sheboygan County,Wisconsin,45.9,1.9,115,44.1,55041,
WI-119,Taylor County,Wisconsin,41.6,1.3,100,40.3,55043,
WI-121,Trempealeau County,Wisconsin,45.3,1.8,109,43.6,55045,
WI-123,Vernon County,Wisconsin,45.4,1,96,44.4,55047,
WI-125,Vilas County,Wisconsin,39,0.7,91,38.2,55049,
WI-127,Walworth County,Wisconsin,47.7,1.3,113,46.4,55051,
WI-129,Washburn County,Wisconsin,41.1,1.2,97,39.9,55053,
WI-131,Washington County,Wisconsin,45.8,1.3,107,44.5,55055,
WI-133,Waukesha County,Wisconsin,47.1,1.5,112,45.6,55057,
WI-135,Waupaca County,Wisconsin,45,2,116,43,55059,
WI-137,Waushara County,Wisconsin,45.3,1.9,112,43.4,55061,
WI-139,Winnebago County,Wisconsin,46,2,114,44.1,55063,
WI-141,Wood County,Wisconsin,44.1,1.6,108,42.5,55065,
WY-001,Albany County,Wyoming,41.7,2.3,120,39.3,55067,
WY-003,Big Horn County,Wyoming,43.8,2.4,118,41.4,55069,
WY-005,Campbell County,Wyoming,44.9,1.4,106,43.5,55071,
WY-007,Carbon County,Wyoming,42.5,2.3,120,40.2,55073,
WY-009,Converse County,Wyoming,44.9,1.3,105,43.5,55075,
WY-011,Crook County,Wyoming,44.2,1.2,98,43,55077,
WY-013,Fremont County,Wyoming,41.4,1.7,115,39.7,55078,
WY-015,Goshen County,Wyoming,47.9,2.1,115,45.8,55079,
WY-017,Hot Springs County,Wyoming,43.7,1.5,108,42.2,55081,
WY-019,Johnson County,Wyoming,43.9,1.4,108,42.5,55083,
WY-021,Laramie County,Wyoming,46.5,2.3,119,44.2,55085,
WY-023,Lincoln County,Wyoming,39.3,2.1,120,37.2,55087,
WY-025,Natrona County,Wyoming,44.1,1.5,111,42.6,55089,
WY-027,Niobrara County,Wyoming,46,1.3,96,44.7,55091,
WY-029,Park County,Wyoming,39.4,2,119,37.5,55093,
WY-031,Platte County,Wyoming,47.2,2,111,45.3,55095,
WY-033,Sheridan County,Wyoming,43.3,1.6,110,41.6,55097,
WY-035,Sublette County,Wyoming,36.5,1.8,120,34.7,55099,
WY-037,Sweetwater County,Wyoming,42.6,1.9,119,40.7,55101,
WY-039,Teton County,Wyoming,35.8,1.5,119,34.4,55103,
WY-041,Uinta County,Wyoming,40.7,1.6,119,39.1,55105,
WY-043,Washakie County,Wyoming,44.7,1.4,103,43.4,55107,
WY-045,Weston County,Wyoming,44.7,1.1,95,43.6,55109,
,,,,,,,55111,
,,,,,,,55113,
,,,,,,,55115,
,,,,,,,55117,
,,,,,,,55119,
,,,,,,,55121,
,,,,,,,55123,
,,,,,,,55125,
,,,,,,,55127,
,,,,,,,55129,
,,,,,,,55131,
,,,,,,,55133,
,,,,,,,55135,
,,,,,,,55137,
,,,,,,,55139,
,,,,,,,55141,
,,,,,,,56001,
,,,,,,,56003,
,,,,,,,56005,
,,,,,,,56007,
,,,,,,,56009,
,,,,,,,56011,
,,,,,,,56013,
,,,,,,,56015,
,,,,,,,56017,
,,,,,,,56019,
,,,,,,,56021,
,,,,,,,56023,
,,,,,,,56025,
,,,,,,,56027,
,,,,,,,56029,
,,,,,,,56031,
,,,,,,,56033,
,,,,,,,56035,
,,,,,,,56037,
,,,,,,,56039,
,,,,,,,56041,
,,,,,,,56043,
,,,,,,,56045,
